original_lift,lift,rebar_units,actual_start
H1E-3C-F02-20,PH1E3CF02,49827,08/01/2012
H1E-3C-F01-20,PH1E3CF01,40645,08/24/2012
H1E-3C-F06-20,PH1E3CF06,52373,02/06/2012
H1E-3C-W08-20,PH1E3CW08,32179,10/12/2012
H1E-3C-W05-20,PH1E3CW05,20244,12/28/2012
H1E-3C-W03-20,PH1E3CW03,29796,04/03/2013
H1E-3C-W02-20,PH1E3CW02,13213,07/10/2013
H1E-3C-W09-20,PH1E3CW09,16601,09/27/2012
H1E-3C-W06-20,PH1E3CW06,26553,11/24/2012
H1E-3C-W04-20,PH1E3CW04,24455,02/08/2013
H1E-3C-W01-20,PH1E3CW01,14351,07/26/2013
H1E-3C-W10-20,PH1E3CW10,24774,09/10/2012
H1E-1A-F03-20,PH1E1AF03,45787,12/22/2011
H1E-1A-F02-20,PH1E1AF02,16479,02/02/2012
H1E-1A-F01-20,PH1E1AF01,2234,03/01/2012
H1E-1A-W04-20,PH1E1AW04,16989,08/09/2012
H1E-1A-W03-20,PH1E1AW03,18242,10/24/2012
H1E-1A-W07-20,PH1E1AW07,14520,05/18/2012
H1E-1A-W02-20,PH1E1AW02,8749,11/16/2012
H1E-1A-W10-20,PH1E1AW10,10484,03/20/2012
H1E-1A-W09-20,PH1E1AW09,7453,04/09/2012
H1E-1A-W08-20,PH1E1AW08,7955,04/24/2012
H1E-1A-W06-20,PH1E1AW06,11611,06/12/2012
H1E-1A-W05-20,PH1E1AW05,20595,07/10/2012
H1E-1A-W01-20,PH1E1AW01,8442,07/19/2014
H1E-1B-F03-20,PH1E1BF03,28567,02/11/2012
H1E-1B-F01-20,PH1E1BF01,6090,03/12/2012
H1E-1B-F02-20,PH1E1BF02,11756,02/28/2012
H1E-1B-W10-20,PH1E1BW10,13162,03/30/2012
H1E-1B-W08-20,PH1E1BW08,8749,05/28/2012
H1E-1B-W06-20,PH1E1BW06,15221,08/29/2012
H1E-1B-W04-20,PH1E1BW04,21551,12/19/2012
H1E-1B-W02-20,PH1E1BW02,13772,05/23/2013
H1E-1B-W09-20,PH1E1BW09,10158,05/14/2012
H1E-1B-W07-20,PH1E1BW07,22497,06/27/2012
H1E-1B-W05-20,PH1E1BW05,20721,09/29/2012
H1E-1B-W03-20,PH1E1BW03,31938,02/08/2013
H1E-1B-W01-20,PH1E1BW01,16664,08/11/2014
H1E-2B-W05-20,PH1E2BW05,12946,11/28/2012
H1E-2B-W03-20,PH1E2BW03,33408,06/06/2013
H1E-2B-W07-20,PH1E2BW07,11396,11/07/2012
H1E-2B-W08-20,PH1E2BW08,2289,10/18/2012
H1E-2B-W02-20,PH1E2BW02,11391,06/29/2013
H1E-2B-W10-20,PH1E2BW10,11382,09/19/2012
H1E-2B-W06-20,PH1E2BW06,3570,11/20/2012
H1E-2B-W01-20,PH1E2BW01,16796,07/25/2014
H1E-2B-W04-20,PH1E2BW04,15746,04/23/2013
H1E-2B-W09-20,PH1E2BW09,13853,10/05/2012
H1E-2B-F01-20,PH1E2BF01,8092,08/17/2012
H1E-2B-F03-20,PH1E2BF03,14296,08/04/2012
H1E-2B-F02-20,PH1E2BF02,23668,08/10/2012
H1C-4A-F03-20,PH1C4AF03,36454,09/21/2012
H1C-4A-F02-20,PH1C4AF02,36927,09/27/2012
H1C-4A-F01-20,PH1C4AF01,9330,10/04/2012
H1C-5B-F01-20,PH1C5BF01,30156,07/25/2012
H1C-5B-F03-20,PH1C5BF03,17378,07/02/2012
H1C-5B-F02-20,PH1C5BF02,10641,07/12/2012
H1C-5A-F02-20,PH1C5AF02,39010,05/29/2012
H1C-5A-F01-20,PH1C5AF01,11926,06/07/2012
H1C-5A-F03-20,PH1C5AF03,38872,04/27/2012
H1C-4C-F05-20,PH1C4CF05,11259,11/14/2012
H1C-4C-F03-20,PH1C4CF03,19205,11/28/2012
H1C-4C-F01-20,PH1C4CF01,10366,12/10/2012
H1C-4C-F02-20,PH1C4CF02,13821,12/05/2012
H1C-4C-F06-20,PH1C4CF06,31190,11/07/2012
H1C-4C-F04-20,PH1C4CF04,11651,11/21/2012
H1C-4B-F01-20,PH1C4BF01,19896,09/13/2012
H1C-4B-F03-20,PH1C4BF03,17109,08/29/2012
H1C-4B-F02-20,PH1C4BF02,10117,09/07/2012
H1C-5C-F06-20,PH1C5CF06,38453,05/16/2012
H1C-5C-F02-20,PH1C5CF02,18083,06/04/2012
H1C-5C-F01-20,PH1C5CF01,10702,07/19/2012
H1C-5C-F05-20,PH1C5CF05,14228,05/26/2012
H1C-5C-F04-20,PH1C5CF04,14997,06/04/2012
H1C-5C-F03-20,PH1C5CF03,22972,06/04/2012
H1W-6C-W08-20,PH1W6CW08,21994,02/08/2013
H1W-6C-W07-20,PH1W6CW07,25342,02/27/2013
H1W-6C-W04-20,PH1W6CW04,43974,05/27/2013
H1W-6C-W03-20,PH1W6CW03,21947,06/27/2013
H1W-6C-W02-20,PH1W6CW02,14682,07/13/2013
H1W-6C-W01-20,PH1W6CW01,17282,07/12/2014
H1W-6C-F03-20,PH1W6CF03,28660,03/09/2012
H1W-6C-F02-20,PH1W6CF02,5171,03/19/2012
H1W-6C-F01-20,PH1W6CF01,30797,07/11/2012
H1W-6B-F03-20,PH1W6BF03,21417,04/04/2012
H1W-6B-F02-20,PH1W6BF02,5349,04/23/2012
H1W-6B-F01-20,PH1W6BF01,13346,05/22/2012
H1W-6B-W08-20,PH1W6BW08,7576,11/22/2012
H1W-6B-W04-20,PH1W6BW04,5217,01/10/2013
H1W-6B-W03-20,PH1W6BW03,4168,01/28/2013
H1W-6B-W01-20,PH1W6BW01,5945,08/01/2014
H1W-6B-W07-20,PH1W6BW07,10611,12/03/2012
H1W-6B-W02-20,PH1W6BW02,1474,07/11/2013
H1W-6E-W08-20,PH1W6EW08,9194,12/11/2012
H1W-6E-W03-20,PH1W6EW03,10088,05/30/2013
H1W-6E-W02-20,PH1W6EW02,3640,06/20/2013
H1W-6E-W07-20,PH1W6EW07,17599,01/08/2013
H1W-6E-W04-20,PH1W6EW04,13220,04/18/2013
H1W-6E-W01-20,PH1W6EW01,5792,07/28/2014
H1W-6E-F02-20,PH1W6EF02,860,06/29/2012
H1W-6E-F06-20,PH1W6EF06,6359,03/16/2012
H1W-6E-F05-20,PH1W6EF05,3133,03/21/2012
H1W-6E-F01-20,PH1W6EF01,11637,07/12/2012
H1W-6E-F03-20,PH1W6EF03,10778,05/25/2012
H1W-6A-W08-20,PH1W6AW08,16566,09/03/2012
H1W-6A-W04-20,PH1W6AW04,15179,11/19/2012
H1W-6A-W01-20,PH1W6AW01,7772,06/21/2014
H1W-6A-W03-20,PH1W6AW03,12302,03/07/2013
H1W-6A-W07-20,PH1W6AW07,21752,09/18/2012
H1W-6A-W02-20,PH1W6AW02,4008,04/09/2013
H1W-6A-F02-20,PH1W6AF02,10852,03/27/2012
H1W-6A-F01-20,PH1W6AF01,18318,05/10/2012
H1W-6A-F03-20,PH1W6AF03,28479,03/16/2012
H1W-6D-F06-20,PH1W6DF06,13048,03/16/2012
H1W-6D-F03-20,PH1W6DF03,18680,05/15/2012
H1W-6D-F01-20,PH1W6DF01,11690,08/03/2012
H1W-6D-F02-20,PH1W6DF02,5283,06/15/2012
H1W-6D-F05-20,PH1W6DF05,3813,03/21/2012
H1W-6D-W03-20,PH1W6DW03,5081,06/05/2013
H1W-6D-W02-20,PH1W6DW02,2159,07/03/2013
H1W-6D-W01-20,PH1W6DW01,5450,08/05/2014
H1W-6D-W08-20,PH1W6DW08,7415,12/07/2012
H1W-6D-W07-20,PH1W6DW07,12703,12/18/2012
H1W-6D-W04-20,PH1W6DW04,7275,05/10/2013
LC-CC5-C01-20,PCC5C01,13088,07/09/2013
LC-CC5-C05-20,PCC5C05,33482,03/19/2013
LC-CC5-C02-20,PCC5C02,15813,07/03/2013
LC-CC5-D05-20,PCC5D05,40366,02/26/2013
LC-CC5-D01-20,PCC5D01,17770,06/17/2013
LC-CC5-D02-20,PCC5D02,18705,06/07/2013
LC-CC5-E02-20,PCC5E02,5811,04/05/2013
LC-CC5-E05-20,PCC5E05,14369,02/14/2013
LC-CC5-E01-20,PCC5E01,4558,04/12/2013
LC-CC5-B01-20,PCC5B01,11595,08/14/2013
LC-CC5-B02-20,PCC5B02,13773,08/01/2013
LC-CC5-B05-20,PCC5B05,31960,03/27/2013
LC-CC5-I01-20,PCC5I01,4558,03/23/2013
LC-CC5-I05-20,PCC5I05,14369,01/29/2013
LC-CC5-I02-20,PCC5I02,5811,03/15/2013
LC-CC6-E02-20,PCC6E02,5755,02/09/2013
LC-CC6-E05-20,PCC6E05,14324,12/13/2012
LC-CC6-E01-20,PCC6E01,4501,02/22/2013
LC-CC6-D02-20,PCC6D02,18705,08/29/2013
LC-CC6-D01-20,PCC6D01,17770,09/05/2013
LC-CC6-D05-20,PCC6D05,40366,06/13/2013
LC-CC6-I01-20,PCC6I01,4501,08/23/2013
LC-CC6-I05-20,PCC6I05,14239,05/03/2013
LC-CC6-I02-20,PCC6I02,5755,08/17/2013
LC-CC6-B01-20,PCC6B01,11595,09/28/2013
LC-CC6-B05-20,PCC6B05,31960,05/16/2013
LC-CC6-B02-20,PCC6B02,13773,09/23/2013
LC-CC6-C02-20,PCC6C02,26810,10/03/2013
LC-CC6-C01-20,PCC6C01,0,10/07/2013
LC-CC6-C05-20,PCC6C05,35466,06/21/2013
CU3-C-03d N-20,PCU3C03dN,3110,10/18/2012
CU3-C-03d S-20,PCU3C03dS,3110,10/18/2012
CU3-C-02d 1-20,PCU3C02d1,0,11/23/2012
CU3-C-02d 2-20,PCU3C02d2,6349,11/17/2012
CU3-C-01d-20,PCU3C01d,0,11/28/2012
CU3-C-04a-20,PCU3C04a,7270,10/29/2012
CU3-C-03a S-20,PCU3C03aS,3110,11/09/2012
CU3-C-03a N-20,PCU3C03aN,3110,11/09/2012
CU3-C-02a 2-20,PCU3C02a2,6349,12/12/2012
CU3-C-02a 1-20,PCU3C02a1,0,12/19/2012
CU3-C-01a-20,PCU3C01a,0,12/26/2012
CU3-C-02b 1-20,PCU3C02b1,0,12/27/2012
CU3-C-01b-20,PCU3C01b,0,01/03/2013
CU3-C-03b N-20,PCU3C03bN,3110,11/02/2012
CU3-C-04b-20,PCU3C04b,7172,10/24/2012
CU3-C-03b S-20,PCU3C03bS,3110,11/02/2012
CU3-C-02b 2-20,PCU3C02b2,6349,12/17/2012
CU3-C-04c-20,PCU3C04c,7172,10/12/2012
CU3-C-03c S-20,PCU3C03cS,3110,10/22/2012
CU3-C-03c N-20,PCU3C03cN,3110,10/22/2012
CU3-C-02c 1-20,PCU3C02c1,0,12/01/2012
CU3-C-01c-20,PCU3C01c,0,12/04/2012
CU3-C-02c 2-20,PCU3C02c2,6349,11/21/2012
CU3-1W-03N-20,PCU31W03N,4192,10/05/2012
CU3-1W-03S-20,PCU31W03S,4192,10/05/2012
CU3-1W-04-20,PCU31W04,30117,09/27/2012
CU3-2W-13a-20,PCU32W13a,9948,10/31/2012
CU3-2W-13b-20,PCU32W13b,0,11/01/2012
CU3-2W-10-20,PCU32W10,9561,11/14/2013
CU3-2W-05-20,PCU32W05,12000,05/30/2014
CU3-2W-15-20,PCU32W15,2027,08/28/2012
CU3-2W-06-20,PCU32W06,10594,05/21/2014
CU3-2W-14-20,PCU32W14,30994,09/15/2012
CU3-2W-01-20,PCU32W01,4681,11/28/2014
CU3-2W-16-20,PCU32W16,4822,08/18/2012
CU3-2W-12-20,PCU32W12,23619,10/08/2013
CU3-2W-11a-20,PCU32W11a,12055,11/01/2013
CU3-2W-11b-20,PCU32W11b,0,10/08/2013
CU3-2W-09-20,PCU32W09,12273,11/23/2013
CU3-2W-08-20,PCU32W08,10594,12/05/2013
CU3-2W-03-20,PCU32W03,9704,07/08/2014
CU3-2W-07-20,PCU32W07,11374,05/10/2014
CU3-2W-04-20,PCU32W04,9776,06/13/2014
LW-CC5-H01-20,PCC5H01,3056,02/14/2013
LW-CC5-H04-20,PCC5H04,0,01/18/2013
LW-CC5-H03-20,PCC5H03,5953,01/25/2013
LW-CC5-H02-20,PCC5H02,0,02/05/2013
LW-CC5-H05-20,PCC5H05,7214,01/15/2013
LW-CC5-G04-20,PCC5G04,0,01/18/2013
LW-CC5-G05-20,PCC5G05,7214,01/15/2013
LW-CC5-G02-20,PCC5G02,0,02/05/2013
LW-CC5-G03-20,PCC5G03,5984,01/25/2013
LW-CC5-G01-20,PCC5G01,3013,02/14/2013
LW-CC5-F04-20,PCC5F04,21694,05/16/2013
LW-CC5-F05-20,PCC5F05,34232,03/08/2013
LW-CC5-F03-20,PCC5F03,17962,07/15/2013
LW-CC5-F02-20,PCC5F02,19651,09/16/2013
LW-M13-W11-20,PLWM13W11,23191,8/8/2013
LW-M13-W05-20,PLWM13W05,2115,10/21/2013
LW-M13-W03-20,PLWM13W03,2660,11/13/2013
LW-M13-W08-20,PLWM13W08,4326,9/16/2013
LW-M13-W04-20,PLWM13W04,3985,11/1/2013
LW-M13-W10-20,PLWM13W10,7844,8/19/2013
LW-M13-W02-20,PLWM13W02,3043,11/19/2013
LW-M13-W01-20,PLWM13W01,3487,10/15/2014
LW-M13-W07-20,PLWM13W07,2743,9/30/2013
LW-M13-W09-20,PLWM13W09,6793,9/2/2013
LW-M13-W06-20,PLWM13W06,3254,10/11/2013
LW-M13-C02-20,PLWM13C02,86541,4/4/2013
LW-M13-C01-20,PLWM13C01,60267,4/17/2013
LW-M13-F03-20,PLWM13F03,112039,5/15/2012
LW-M13-F02-20,PLWM13F02,27779,6/15/2012
LW-M12-W08-20,PLWM12W08,5317,10/29/2013
LW-M12-W10-20,PLWM12W10,7889,7/8/2013
LW-M12-W03-20,PLWM12W03,2820,12/18/2013
LW-M12-W01-20,PLWM12W01,5860,11/19/2014
LW-M12-W05-20,PLWM12W05,3047,12/3/2013
LW-M12-W06-20,PLWM12W06,5723,11/22/2013
LW-M12-W07-20,PLWM12W07,3389,11/9/2013
LW-M12-W11-20,PLWM12W11,7419,6/15/2013
LW-M12-W09-20,PLWM12W09,9820,7/16/2013
LW-M12-W04-20,PLWM12W04,6083,12/10/2013
LW-M12-W02-20,PLWM12W02,4711,1/6/2014
LW-M12-F03-20,PLWM12F03,42009,7/26/2012
LW-M12-C01-20,PLWM12C01,50082,5/23/2013
LW-M12-C02-20,PLWM12C02,50517,5/20/2013
LW-M09-C01-20,PLWM09C01,43912,3/7/2013
LW-M09-C02-20,PLWM09C02,72768,3/1/2013
LW-M09-W04-20,PLWM09W04,5202,7/10/2013
LW-M09-W01-20,PLWM09W01,4645,9/13/2014
LW-M09-W11-20,PLWM09W11,6451,5/3/2013
LW-M09-W09-20,PLWM09W09,7196,5/21/2013
LW-M09-W07-20,PLWM09W07,3156,6/10/2013
LW-M09-W08-20,PLWM09W08,4103,5/28/2013
LW-M09-W06-20,PLWM09W06,5540,6/14/2013
LW-M09-W05-20,PLWM09W05,3158,6/24/2013
LW-M09-W03-20,PLWM09W03,3110,7/27/2013
LW-M09-W02-20,PLWM09W02,4039,8/3/2013
LW-M09-W10-20,PLWM09W10,8008,5/13/2013
LW-M09-F03-20,PLWM09F03,12014,4/4/2012
LW-M09-F01-20,PLWM09F01,23165,4/18/2012
LW-M09-F02-20,PLWM09F02,30533,4/4/2012
LW-M05-F01-20,PLWM05F01,23173,4/3/2012
LW-M05-F02-20,PLWM05F02,30471,3/27/2012
LW-M05-F03-20,PLWM05F03,12014,3/27/2012
LW-M05-W04-20,PLWM05W04,5202,11/13/2012
LW-M05-W03-20,PLWM05W03,3110,11/22/2012
LW-M05-W06-20,PLWM05W06,5467,10/20/2012
LW-M05-W08-20,PLWM05W08,4086,10/3/2012
LW-M05-W07-20,PLWM05W07,2859,10/11/2012
LW-M05-W10-20,PLWM05W10,8008,9/13/2012
LW-M05-W01-20,PLWM05W01,4337,8/26/2014
LW-M05-W11-20,PLWM05W11,6451,9/5/2012
LW-M05-W02-20,PLWM05W02,4039,11/28/2012
LW-M05-W09-20,PLWM05W09,7196,9/24/2012
LW-M05-W05-20,PLWM05W05,3158,10/25/2012
LW-M05-C02-20,PLWM05C02,72768,8/7/2012
LW-M05-C01-20,PLWM05C01,43912,8/21/2012
LW-M11-F03-20,PLWM11F03,5017,4/12/2012
LW-M11-F01-20,PLWM11F01,9317,5/2/2012
LW-M11-F02-20,PLWM11F02,13006,4/12/2012
LW-M11-W01-20,PLWM11W01,586,10/2/2014
LW-M11-W05-20,PLWM11W05,910,10/29/2012
LW-M11-W06-20,PLWM11W06,1709,10/23/2012
LW-M11-W03-20,PLWM11W03,970,11/15/2012
LW-M11-W08-20,PLWM11W08,1180,10/4/2012
LW-M11-W07-20,PLWM11W07,999,10/10/2012
LW-M11-W04-20,PLWM11W04,1570,11/8/2012
LW-M11-W10-20,PLWM11W10,2711,9/18/2012
LW-M11-W02-20,PLWM11W02,1216,11/23/2012
LW-M11-W11-20,PLWM11W11,2487,9/7/2012
LW-M11-W09-20,PLWM11W09,2783,9/27/2012
LW-M11-C02-20,PLWM11C02,30356,8/17/2012
LW-M11-C01-20,PLWM11C01,18116,8/23/2012
LW-M08-F02-20,PLWM08F02,14474,3/6/2013
LW-M08-F01-20,PLWM08F01,30903,3/20/2013
LW-M08-F03-20,PLWM08F03,16546,2/27/2013
LW-M08-W02-20,PLWM08W02,3839,6/18/2014
LW-M08-W07-20,PLWM08W07,8999,2/25/2014
LW-M08-W03-20,PLWM08W03,6079,5/31/2014
LW-M08-W06-20,PLWM08W06,4758,4/4/2014
LW-M08-W10-20,PLWM08W10,9758,12/11/2013
LW-M08-W09-20,PLWM08W09,15257,12/19/2013
LW-M08-W05-20,PLWM08W05,6944,5/12/2014
LW-M08-W11-20,PLWM08W11,14142,11/28/2013
LW-M08-W08-20,PLWM08W08,5375,1/13/2014
LW-M08-W04-20,PLWM08W04,4902,5/22/2014
LW-M08-W01-20,PLWM08W01,3138,9/1/2014
LW-M08-C02-20,PLWM08C02,57529,6/28/2013
LW-M08-C01-20,PLWM08C01,45046,7/6/2013
LW-M15-F02-20,PLWM15F02,24069,5/28/2012
LW-M15-F03-20,PLWM15F03,9699,5/28/2012
LW-M15-F01-20,PLWM15F01,19000,6/11/2012
LW-M15-C02-20,PLWM15C02,58333,9/29/2012
LW-M15-C01-20,PLWM15C01,36280,10/9/2012
LW-M15-W09-20,PLWM15W09,5491,12/18/2012
LW-M15-W07-20,PLWM15W07,2833,1/17/2013
LW-M15-W08-20,PLWM15W08,4760,1/10/2013
LW-M15-W06-20,PLWM15W06,3953,1/28/2013
LW-M15-W04-20,PLWM15W04,4534,2/18/2013
LW-M15-W02-20,PLWM15W02,3524,3/13/2013
LW-M15-W03-20,PLWM15W03,2750,2/27/2013
LW-M15-W01-20,PLWM15W01,2078,9/24/2014
LW-M15-W05-20,PLWM15W05,2793,2/9/2013
LW-M15-W10-20,PLWM15W10,6779,12/10/2012
LW-M15-W11-20,PLWM15W11,5419,11/30/2012
LW-M14-C02-20,PLWM14C02,50517,5/30/2013
LW-M14-C01-20,PLWM14C01,50082,6/5/2013
LW-M14-F03-20,PLWM14F03,42009,7/13/2012
LW-M14-W03-20,PLWM14W03,3250,10/10/2013
LW-M14-W08-20,PLWM14W08,5110,8/13/2013
LW-M14-W10-20,PLWM14W10,8014,7/6/2013
LW-M14-W06-20,PLWM14W06,5636,9/4/2013
LW-M14-W11-20,PLWM14W11,7419,6/27/2013
LW-M14-W07-20,PLWM14W07,3511,8/27/2013
LW-M14-W05-20,PLWM14W05,2725,9/16/2013
LW-M14-W09-20,PLWM14W09,11601,7/30/2013
LW-M14-W01-20,PLWM14W01,2314,10/3/2014
LW-M14-W02-20,PLWM14W02,4272,10/22/2013
LW-M14-W04-20,PLWM14W04,5465,9/30/2013
LW-M16-F02-20,PLWM16F02,30471,5/10/2012
LW-M16-F03-20,PLWM16F03,12014,5/10/2012
LW-M16-F01-20,PLWM16F01,23173,5/21/2012
LW-M16-C01-20,PLWM16C01,43917,11/6/2012
LW-M16-C02-20,PLWM16C02,72771,10/30/2012
LW-M16-W11-20,PLWM16W11,6453,7/25/2013
LW-M16-W10-20,PLWM16W10,8010,8/7/2013
LW-M16-W09-20,PLWM16W09,7198,8/17/2013
LW-M16-W05-20,PLWM16W05,3158,10/3/2013
LW-M16-W02-20,PLWM16W02,4042,11/7/2013
LW-M16-W08-20,PLWM16W08,4086,8/27/2013
LW-M16-W07-20,PLWM16W07,2859,9/4/2013
LW-M16-W04-20,PLWM16W04,5202,10/16/2013
LW-M16-W03-20,PLWM16W03,3110,10/26/2013
LW-M16-W06-20,PLWM16W06,5467,9/17/2013
LW-M16-W01-20,PLWM16W01,4231,9/11/2014
LW-M04-F01-20,PLWM04F01,23173,5/8/2012
LW-M04-F03-20,PLWM04F03,12014,4/17/2012
LW-M04-F02-20,PLWM04F02,30471,4/17/2012
LW-M04-W10-20,PLWM04W10,8008,10/19/2012
LW-M04-W04-20,PLWM04W04,5202,12/11/2012
LW-M04-W06-20,PLWM04W06,5561,11/27/2012
LW-M04-W08-20,PLWM04W08,4103,11/8/2012
LW-M04-W07-20,PLWM04W07,3156,11/19/2012
LW-M04-W03-20,PLWM04W03,3110,12/20/2012
LW-M04-W09-20,PLWM04W09,7196,10/31/2012
LW-M04-W02-20,PLWM04W02,3937,1/5/2013
LW-M04-W01-20,PLWM04W01,3562,9/5/2014
LW-M04-W11-20,PLWM04W11,6451,10/10/2012
LW-M04-W05-20,PLWM04W05,3158,12/5/2012
LW-M04-C01-20,PLWM04C01,43917,9/25/2012
LW-M04-C02-20,PLWM04C02,72771,9/17/2012
LW-M23-C01-20,PLWM23C01,29675,11/8/2012
LW-M23-C02-20,PLWM23C02,60384,10/31/2012
LW-M23-F03-20,PLWM23F03,13781,7/11/2012
LW-M23-F02-20,PLWM23F02,23557,7/11/2012
LW-M23-F01-20,PLWM23F01,32187,8/7/2012
LW-M23-W03-20,PLWM23W03,3277,12/4/2013
LW-M23-W11-20,PLWM23W11,54983,1/21/2013
LW-M23-W10-20,PLWM23W10,34443,3/13/2013
LW-M23-W05-20,PLWM23W05,2801,11/15/2013
LW-M23-W02-20,PLWM23W02,4913,12/17/2013
LW-M23-W09-20,PLWM23W09,21163,3/27/2013
LW-M23-W06-20,PLWM23W06,7491,10/30/2013
LW-M23-W08-20,PLWM23W08,4917,10/9/2013
LW-M23-W07-20,PLWM23W07,3571,10/23/2013
LW-M23-W01-20,PLWM23W01,4220,11/24/2014
LW-M23-W04-20,PLWM23W04,6139,11/25/2013
LW-CC6-F05-20,PCC6F05,34542,01/22/2013
LW-CC6-F02-20,PCC6F02,18271,07/27/2013
LW-CC6-F03-20,PCC6F03,11211,06/29/2013
LW-CC6-F04-20,PCC6F04,25461,04/12/2013
LW-CC6-H02-20,PCC6H02,0,01/02/2013
LW-CC6-H04-20,PCC6H04,0,12/13/2012
LW-CC6-H01-20,PCC6H01,3635,01/12/2013
LW-CC6-H05-20,PCC6H05,4943,12/05/2012
LW-CC6-H03-20,PCC6H03,5258,12/20/2012
LW-CC6-G02-20,PCC6G02,0,01/02/2013
LW-CC6-G05-20,PCC6G05,4943,12/05/2012
LW-CC6-G04-20,PCC6G04,0,12/13/2012
LW-CC6-G01-20,PCC6G01,3474,01/15/2013
LW-CC6-G03-20,PCC6G03,5258,12/20/2012
LW-M06-W06-20,PLWM06W06,3469,5/30/2014
LW-M06-W01-20,PLWM06W01,1865,7/31/2014
LW-M06-W10-20,PLWM06W10,5465,5/9/2014
LW-M06-W04-20,PLWM06W04,4540,6/11/2014
LW-M06-W11-20,PLWM06W11,5630,4/16/2014
LW-M06-W05-20,PLWM06W05,2707,6/4/2014
LW-M06-W08-20,PLWM06W08,3126,5/24/2014
LW-M06-W02-20,PLWM06W02,2808,6/27/2014
LW-M06-W09-20,PLWM06W09,4841,5/17/2014
LW-M06-W07-20,PLWM06W07,2565,5/27/2014
LW-M06-W03-20,PLWM06W03,1988,6/23/2014
LW-M06-C02-20,PLWM06C02,41124,3/27/2014
LW-M06-C01-20,PLWM06C01,30559,3/29/2014
LW-M06-F01-20,PLWM06F01,13886,9/16/2013
LW-M06-F03-20,PLWM06F03,7132,9/9/2013
LW-M06-F02-20,PLWM06F02,17930,9/9/2013
LW-M02-C02-20,PLWM02C02,39737,6/21/2013
LW-M02-C01-20,PLWM02C01,51879,7/12/2013
LW-M02-W03-20,PLWM02W03,2281,12/4/2013
LW-M02-W10-20,PLWM02W10,6163,8/28/2013
LW-M02-W07-20,PLWM02W07,2804,10/7/2013
LW-M02-W01-20,PLWM02W01,2539,9/19/2014
LW-M02-W09-20,PLWM02W09,7401,9/9/2013
LW-M02-W06-20,PLWM02W06,5365,10/23/2013
LW-M02-W05-20,PLWM02W05,3146,10/30/2013
LW-M02-W04-20,PLWM02W04,5192,11/18/2013
LW-M02-W08-20,PLWM02W08,4915,9/18/2013
LW-M02-W11-20,PLWM02W11,7378,8/15/2013
LW-M02-W02-20,PLWM02W02,4842,12/19/2013
LW-M17-F03-20,PLWM17F03,12014,6/5/2012
LW-M17-F02-20,PLWM17F02,30471,6/5/2012
LW-M17-F01-20,PLWM17F01,23173,6/19/2012
LW-M17-C02-20,PLWM17C02,73539,12/4/2012
LW-M17-C01-20,PLWM17C01,43889,12/10/2012
LW-M17-W08-20,PLWM17W08,4956,3/14/2013
LW-M17-W06-20,PLWM17W06,5437,4/19/2013
LW-M17-W09-20,PLWM17W09,6360,2/27/2013
LW-M17-W05-20,PLWM17W05,3044,5/8/2013
LW-M17-W10-20,PLWM17W10,8032,2/18/2013
LW-M17-W02-20,PLWM17W02,4136,7/15/2014
LW-M17-W01-20,PLWM17W01,3608,8/19/2014
LW-M17-W04-20,PLWM17W04,5506,6/4/2013
LW-M17-W03-20,PLWM17W03,2844,7/8/2014
LW-M17-W07-20,PLWM17W07,3100,4/1/2013
LW-M17-W11-20,PLWM17W11,6451,2/6/2013
LW-M03-F02-20,PLWM03F02,30471,3/17/2012
LW-M03-F03-20,PLWM03F03,12003,3/17/2012
LW-M03-F01-20,PLWM03F01,23173,3/26/2012
LW-M03-W09-20,PLWM03W09,7196,9/7/2012
LW-M03-W03-20,PLWM03W03,3110,10/20/2012
LW-M03-W08-20,PLWM03W08,4086,9/14/2012
LW-M03-W11-20,PLWM03W11,6451,8/22/2012
LW-M03-W01-20,PLWM03W01,4560,11/16/2012
LW-M03-W06-20,PLWM03W06,5467,9/28/2012
LW-M03-W05-20,PLWM03W05,3158,10/5/2012
LW-M03-W04-20,PLWM03W04,5202,10/12/2012
LW-M03-W10-20,PLWM03W10,8008,8/30/2012
LW-M03-W02-20,PLWM03W02,4039,10/30/2012
LW-M03-W07-20,PLWM03W07,2859,9/20/2012
LW-M03-C02-20,PLWM03C02,72773,7/23/2012
LW-M03-C01-20,PLWM03C01,43932,7/31/2012
LW-M21-F02-20,PLWM21F02,30533,6/28/2012
LW-M21-F03-20,PLWM21F03,12014,6/28/2012
LW-M21-F01-20,PLWM21F01,23173,7/10/2012
LW-M21-C02-20,PLWM21C02,72771,12/19/2012
LW-M21-C01-20,PLWM21C01,43917,12/27/2012
LW-M21-W05-20,PLWM21W05,3158,5/3/2013
LW-M21-W01-20,PLWM21W01,3592,10/24/2014
LW-M21-W09-20,PLWM21W09,6360,3/5/2013
LW-M21-W04-20,PLWM21W04,5202,9/23/2013
LW-M21-W07-20,PLWM21W07,3156,4/1/2013
LW-M21-W08-20,PLWM21W08,5102,3/19/2013
LW-M21-W10-20,PLWM21W10,8008,2/18/2013
LW-M21-W11-20,PLWM21W11,6451,2/8/2013
LW-M21-W06-20,PLWM21W06,5561,4/18/2013
LW-M21-W02-20,PLWM21W02,4037,6/28/2014
LW-M21-W03-20,PLWM21W03,3110,3/17/2014
