original_lift,lift,rebar_units,actual_start
LW-M10-F02-20,PLWM10F02,30533,5/26/2012
LW-M10-F01-20,PLWM10F01,23173,6/14/2012
LW-M10-F03-20,PLWM10F03,12014,5/26/2012
LW-M10-C02-20,PLWM10C02,73539,9/15/2012
LW-M10-C01-20,PLWM10C01,43917,9/26/2012
LW-M10-W04-20,PLWM10W04,5202,12/26/2012
LW-M10-W05-20,PLWM10W05,3158,12/17/2012
LW-M10-W02-20,PLWM10W02,4007,1/23/2013
LW-M10-W09-20,PLWM10W09,7196,11/12/2012
LW-M10-W08-20,PLWM10W08,4086,11/19/2012
LW-M10-W01-20,PLWM10W01,2200,9/25/2014
LW-M10-W11-20,PLWM10W11,6451,10/19/2012
LW-M10-W10-20,PLWM10W10,8008,11/1/2012
LW-M10-W07-20,PLWM10W07,2859,11/27/2012
LW-M10-W06-20,PLWM10W06,5467,12/4/2012
LW-M10-W03-20,PLWM10W03,3110,1/9/2013
LW-M22-F02-20,PLWM22F02,30533,8/16/2012
LW-M22-F01-20,PLWM22F01,23173,8/24/2012
LW-M22-F03-20,PLWM22F03,12014,8/16/2012
LW-M22-C01-20,PLWM22C01,43917,11/29/2012
LW-M22-C02-20,PLWM22C02,73553,11/24/2012
LW-M22-W01-20,PLWM22W01,4096,11/11/2014
LW-M22-W09-20,PLWM22W09,7212,5/13/2013
LW-M22-W04-20,PLWM22W04,5202,8/5/2013
LW-M22-W08-20,PLWM22W08,4086,5/22/2013
LW-M22-W07-20,PLWM22W07,2859,6/7/2013
LW-M22-W05-20,PLWM22W05,3158,7/13/2013
LW-M22-W10-20,PLWM22W10,8008,5/2/2013
LW-M22-W02-20,PLWM22W02,4039,6/17/2014
LW-M22-W03-20,PLWM22W03,3110,1/22/2014
LW-M22-W06-20,PLWM22W06,5467,6/21/2013
LW-M22-W11-20,PLWM22W11,6451,4/4/2013
LW-M01-F02b-20,PLWM01F02b,5346,8/22/2012
LW-M01-F01a-20,PLWM01F01a,12919,10/12/2012
LW-M01-F02a-20,PLWM01F02a,16960,9/26/2012
LW-M01-F03b-20,PLWM01F03b,8617,8/15/2012
LW-M01-F03a-20,PLWM01F03a,389,9/21/2012
LW-M01-F04a-20,PLWM01F04a,623,9/21/2012
LW-M01-F01b-20,PLWM01F01b,3093,9/10/2012
LW-M01-F04b-20,PLWM01F04b,16080,8/15/2012
LW-M01-C01-20,PLWM01C01,44536,8/19/2013
LW-M01-C02-20,PLWM01C02,31783,8/8/2013
LW-M01-W07-20,PLWM01W07,1656,3/15/2014
LW-M01-W01-20,PLWM01W01,3186,11/21/2014
LW-M01-W04-20,PLWM01W04,5608,4/22/2014
LW-M01-W08-20,PLWM01W08,5085,1/31/2014
LW-M01-W03-20,PLWM01W03,1533,5/20/2014
LW-M01-W09-20,PLWM01W09,3625,1/17/2014
LW-M01-W05-20,PLWM01W05,1533,4/7/2014
LW-M01-W10-20,PLWM01W10,245,1/17/2014
LW-M01-W06-20,PLWM01W06,5509,4/1/2014
LW-M01-W02-20,PLWM01W02,2468,5/28/2014
LW-M20-F02-20,PLWM20F02,30473,1/23/2013
LW-M20-F03-20,PLWM20F03,11771,1/23/2013
LW-M20-F01-20,PLWM20F01,23090,1/30/2013
LW-M20-C02-20,PLWM20C02,67110,3/16/2013
LW-M20-C01-20,PLWM20C01,45818,3/23/2013
LW-M20-W02-20,PLWM20W02,3599,6/10/2014
LW-M20-W11-20,PLWM20W11,9019,5/20/2013
LW-M20-W06-20,PLWM20W06,3205,7/15/2013
LW-M20-W03-20,PLWM20W03,6270,6/2/2014
LW-M20-W04-20,PLWM20W04,3601,9/10/2013
LW-M20-W07-20,PLWM20W07,6266,6/25/2013
LW-M20-W08-20,PLWM20W08,3504,6/14/2013
LW-M20-W05-20,PLWM20W05,7157,8/1/2013
LW-M20-W10-20,PLWM20W10,8000,5/27/2013
LW-M20-W09-20,PLWM20W09,10285,6/5/2013
LW-M20-W01-20,PLWM20W01,3781,11/14/2014
LW-M07-F01-20,PLWM07F01,37503,10/7/2013
LW-M07-F02-20,PLWM07F02,35478,9/26/2013
LW-M07-C01-20,PLWM07C01,84224,2/1/2014
LW-M07-C02-20,PLWM07C02,93891,1/28/2014
LW-M07-W06-20,PLWM07W06,11712,6/9/2014
LW-M07-W04-20,PLWM07W04,12126,6/27/2014
LW-M07-W08-20,PLWM07W08,13136,5/15/2014
LW-M07-W07-20,PLWM07W07,4290,5/23/2014
LW-M07-W01-20,PLWM07W01,4451,8/9/2014
LW-M07-W09-20,PLWM07W09,14778,4/17/2014
LW-M07-W10-20,PLWM07W10,15164,4/9/2014
LW-M07-W03-20,PLWM07W03,4313,7/11/2014
LW-M07-W11-20,PLWM07W11,11643,3/29/2014
LW-M07-W05-20,PLWM07W05,6087,6/19/2014
LW-M07-W02-20,PLWM07W02,9277,7/21/2014
LW-M18-F03-20,PLWM18F03,7454,1/28/2013
LW-M18-F01-20,PLWM18F01,15363,2/13/2013
LW-M18-F02-20,PLWM18F02,18936,1/28/2013
LW-M18-C02-20,PLWM18C02,37983,4/26/2013
LW-M18-C01-20,PLWM18C01,28891,5/6/2013
LW-M18-W07-20,PLWM18W07,2130,12/26/2013
LW-M18-W08-20,PLWM18W08,3900,12/16/2013
LW-M18-W06-20,PLWM18W06,3325,1/11/2014
LW-M18-W04-20,PLWM18W04,4784,3/8/2014
LW-M18-W10-20,PLWM18W10,5784,12/3/2013
LW-M18-W09-20,PLWM18W09,4872,12/10/2013
LW-M18-W01-20,PLWM18W01,3485,10/11/2014
LW-M18-W05-20,PLWM18W05,2387,1/29/2014
LW-M18-W11-20,PLWM18W11,4340,11/23/2013
LW-M18-W03-20,PLWM18W03,1702,3/20/2014
LW-M18-W02-20,PLWM18W02,2801,4/1/2014
LW-M19-C02-20,PLWM19C02,93891,11/29/2013
LW-M19-C01-20,PLWM19C01,84041,12/4/2013
LW-M19-W06-20,PLWM19W06,12769,3/26/2014
LW-M19-W09-20,PLWM19W09,14608,1/22/2014
LW-M19-W04-20,PLWM19W04,12165,4/22/2014
LW-M19-W10-20,PLWM19W10,15102,1/13/2014
LW-M19-W01-20,PLWM19W01,4583,12/4/2014
LW-M19-W02-20,PLWM19W02,9273,5/26/2014
LW-M19-W11-20,PLWM19W11,11694,12/27/2013
LW-M19-W03-20,PLWM19W03,4313,5/19/2014
LW-M19-W05-20,PLWM19W05,5287,4/3/2014
LW-M19-W07-20,PLWM19W07,4274,3/13/2014
LW-M19-W08-20,PLWM19W08,12808,2/22/2014
LW-M19-F02-20,PLWM19F02,35411,8/12/2013
LW-M19-F01-20,PLWM19F01,37503,8/24/2013
LE-M01-C02-20,PLEM01C02,535,6/19/2013
LE-M01-C01-20,PLEM01C01,62753,7/2/2013
LE-M01-C03-20,PLEM01C03,52453,6/10/2013
LE-M01-W08-20,PLEM01W08,4161,8/28/2013
LE-M01-W07-20,PLEM01W07,3823,9/6/2013
LE-M01-W05-20,PLEM01W05,2844,9/23/2013
LE-M01-W09-20,PLEM01W09,7398,8/21/2013
LE-M01-W04-20,PLEM01W04,4910,10/4/2013
LE-M01-W10-20,PLEM01W10,6772,8/14/2013
LE-M01-W06-20,PLEM01W06,3061,9/17/2013
LE-M01-W02-20,PLEM01W02,3821,10/14/2014
LE-M01-W01-20,PLEM01W01,1837,10/28/2014
LE-M01-W11-20,PLEM01W11,10379,8/2/2013
LE-M01-W03-20,PLEM01W03,1525,10/6/2014
LE-M05-W01-20,PLEM05W01,4762,11/25/2014
LE-M05-W11-20,PLEM05W11,14484,6/6/2014
LE-M05-W04-20,PLEM05W04,4500,8/20/2014
LE-M05-W03-20,PLEM05W03,8444,8/27/2014
LE-M05-W02-20,PLEM05W02,3957,9/8/2014
LE-M05-W09-20,PLEM05W09,14421,7/8/2014
LE-M05-W10-20,PLEM05W10,12180,6/26/2014
LE-M05-W08-20,PLEM05W08,5817,7/16/2014
LE-M05-W07-20,PLEM05W07,8378,7/30/2014
LE-M05-W06-20,PLEM05W06,5969,8/6/2014
LE-M05-W05-20,PLEM05W05,7919,8/13/2014
LE-M05-C02-20,PLEM05C02,75370,10/30/2013
LE-M05-C01-20,PLEM05C01,60407,11/7/2013
LE-M05-F03-20,PLEM05F03,41984,7/16/2013
LE-M05-F02-20,PLEM05F02,15022,7/29/2013
LE-M05-F01-20,PLEM05F01,49125,8/9/2013
LE-M06-C01-20,PLEM06C01,33177,6/28/2014
LE-M06-C02-20,PLEM06C02,29226,6/25/2014
LE-M06-W10-20,PLEM06W10,5195,7/21/2014
LE-M06-W11-20,PLEM06W11,7437,7/11/2014
LE-M06-W08-20,PLEM06W08,3124,8/11/2014
LE-M06-W07-20,PLEM06W07,2359,8/19/2014
LE-M06-W01-20,PLEM06W01,2212,11/15/2014
LE-M06-W04-20,PLEM06W04,4167,9/23/2014
LE-M06-W02-20,PLEM06W02,3247,10/7/2014
LE-M06-W05-20,PLEM06W05,2402,9/11/2014
LE-M06-W06-20,PLEM06W06,3805,9/4/2014
LE-M06-W03-20,PLEM06W03,1749,9/29/2014
LE-M06-W09-20,PLEM06W09,4778,8/1/2014
LE-M06-F01-20,PLEM06F01,15267,9/11/2013
LE-M06-F03-20,PLEM06F03,7155,9/4/2013
LE-M06-F02-20,PLEM06F02,18936,9/4/2013
LE-M08-C01-20,PLEM08C01,45720,6/17/2013
LE-M08-C02-20,PLEM08C02,57522,6/10/2013
LE-M08-F01-20,PLEM08F01,33191,4/10/2013
LE-M08-F02-20,PLEM08F02,15475,3/26/2013
LE-M08-F03-20,PLEM08F03,17530,3/21/2013
LE-M08-W02-20,PLEM08W02,3839,6/9/2014
LE-M08-W11-20,PLEM08W11,15880,12/10/2013
LE-M08-W01-20,PLEM08W01,3138,11/6/2014
LE-M08-W09-20,PLEM08W09,13714,12/30/2013
LE-M08-W04-20,PLEM08W04,4937,5/12/2014
LE-M08-W07-20,PLEM08W07,9018,3/1/2014
LE-M08-W03-20,PLEM08W03,6022,5/21/2014
LE-M08-W06-20,PLEM08W06,4821,3/21/2014
LE-M08-W08-20,PLEM08W08,5434,1/20/2014
LE-M08-W05-20,PLEM08W05,6921,4/5/2014
LE-M08-W10-20,PLEM08W10,9331,12/20/2013
CU3-2E-11b-20,PCU32E11b,0,03/25/2014
CU3-2E-13b-20,PCU32E13b,3968,01/21/2013
CU3-2E-09-20,PCU32E09,12261,05/13/2014
CU3-2E-16-20,PCU32E16,4822,11/29/2012
CU3-2E-11a-20,PCU32E11a,12055,04/03/2014
CU3-2E-14-20,PCU32E14,29610,12/22/2012
CU3-2E-13a-20,PCU32E13a,6808,01/21/2013
CU3-2E-15-20,PCU32E15,2027,12/06/2012
CU3-2E-12-20,PCU32E12,23619,03/25/2014
CU3-2E-01-20,PCU32E01,4573,04/11/2015
CU3-2E-06-20,PCU32E06,10594,07/15/2014
CU3-2E-10-20,PCU32E10,9555,04/14/2014
CU3-2E-08-20,PCU32E08,10594,06/03/2014
CU3-2E-07-20,PCU32E07,11381,07/05/2014
CU3-2E-05-20,PCU32E05,12000,08/04/2014
CU3-2E-04-20,PCU32E04,9776,09/02/2014
CU3-2E-03-20,PCU32E03,9704,09/22/2014
CU3-1E-04-20,PCU31E04,23496,12/11/2012
CU3-1E-03S-20,PCU31E03S,8860,01/08/2013
CU3-1E-03N-20,PCU31E03N,8860,01/08/2013
LE-M07-W06-20,PLEM07W06,11712,8/5/2014
LE-M07-W02-20,PLEM07W02,9277,9/22/2014
LE-M07-W01-20,PLEM07W01,4451,10/22/2014
LE-M07-W09-20,PLEM07W09,14778,7/9/2014
LE-M07-W04-20,PLEM07W04,12126,8/27/2014
LE-M07-W03-20,PLEM07W03,4313,9/8/2014
LE-M07-W08-20,PLEM07W08,13136,7/17/2014
LE-M07-W07-20,PLEM07W07,4290,7/29/2014
LE-M07-W10-20,PLEM07W10,15164,6/24/2014
LE-M07-W11-20,PLEM07W11,11643,6/14/2014
LE-M07-W05-20,PLEM07W05,6087,8/15/2014
LE-M07-F01-20,PLEM07F01,37503,11/22/2013
LE-M07-F02-20,PLEM07F02,35478,11/15/2013
LE-M07-C01-20,PLEM07C01,84224,5/10/2014
LE-M07-C02-20,PLEM07C02,93891,4/21/2014
LE-M17-F01-20,PLEM17F01,56394,6/7/2013
LE-M17-F02-20,PLEM17F02,15241,5/25/2013
LE-M17-F03-20,PLEM17F03,42074,5/15/2013
LE-M17-W08-20,PLEM17W08,8175,8/1/2014
LE-M17-W01-20,PLEM17W01,5019,11/13/2014
LE-M17-W02-20,PLEM17W02,13391,9/24/2014
LE-M17-W03-20,PLEM17W03,6733,9/12/2014
LE-M17-W10-20,PLEM17W10,11930,7/7/2014
LE-M17-W04-20,PLEM17W04,6225,9/8/2014
LE-M17-W05-20,PLEM17W05,6836,8/26/2014
LE-M17-W06-20,PLEM17W06,8229,8/15/2014
LE-M17-W07-20,PLEM17W07,6565,8/8/2014
LE-M17-W09-20,PLEM17W09,14932,7/22/2014
LE-M17-W11-20,PLEM17W11,17185,1/27/2014
LE-M17-C01-20,PLEM17C01,62099,10/17/2013
LE-M17-C02-20,PLEM17C02,76860,10/14/2013
LE-M11-W01-20,PLEM11W01,586,10/15/2014
LE-M11-W02-20,PLEM11W02,1216,2/22/2013
LE-M11-W03-20,PLEM11W03,970,2/16/2013
LE-M11-W10-20,PLEM11W10,2711,11/23/2012
LE-M11-W04-20,PLEM11W04,1570,1/31/2013
LE-M11-W08-20,PLEM11W08,1180,12/4/2012
LE-M11-W11-20,PLEM11W11,2487,11/12/2012
LE-M11-W05-20,PLEM11W05,910,1/12/2013
LE-M11-W09-20,PLEM11W09,2783,11/28/2012
LE-M11-W06-20,PLEM11W06,1709,12/26/2012
LE-M11-W07-20,PLEM11W07,999,12/17/2012
LE-M11-F01-20,PLEM11F01,9317,5/8/2012
LE-M11-F03-20,PLEM11F03,5017,4/25/2012
LE-M11-F02-20,PLEM11F02,12982,4/25/2012
LE-M11-C01-20,PLEM11C01,18116,10/15/2012
LE-M11-C02-20,PLEM11C02,30356,10/10/2012
LE-M12-F03-20,PLEM12F03,42009,7/18/2012
LE-M12-C01-20,PLEM12C01,50082,4/15/2013
LE-M12-C02-20,PLEM12C02,50517,4/5/2013
LE-M12-W03-20,PLEM12W03,2810,11/15/2013
LE-M12-W01-20,PLEM12W01,5501,11/28/2014
LE-M12-W02-20,PLEM12W02,4672,11/25/2013
LE-M12-W04-20,PLEM12W04,6083,11/8/2013
LE-M12-W10-20,PLEM12W10,7889,6/3/2013
LE-M12-W05-20,PLEM12W05,3047,10/29/2013
LE-M12-W06-20,PLEM12W06,5723,7/15/2013
LE-M12-W07-20,PLEM12W07,4933,7/3/2013
LE-M12-W08-20,PLEM12W08,5317,6/24/2013
LE-M12-W09-20,PLEM12W09,9820,6/11/2013
LE-M12-W11-20,PLEM12W11,7419,5/24/2013
LE-M14-F03-20,PLEM14F03,42009,7/30/2012
LE-M14-W01-20,PLEM14W01,2404,10/6/2014
LE-M14-W02-20,PLEM14W02,4272,9/12/2013
LE-M14-W03-20,PLEM14W03,3250,9/3/2013
LE-M14-W10-20,PLEM14W10,8014,6/12/2013
LE-M14-W04-20,PLEM14W04,5465,8/23/2013
LE-M14-W05-20,PLEM14W05,2725,8/13/2013
LE-M14-W06-20,PLEM14W06,5629,7/30/2013
LE-M14-W07-20,PLEM14W07,2005,7/15/2013
LE-M14-W08-20,PLEM14W08,5110,7/3/2013
LE-M14-W09-20,PLEM14W09,11601,6/24/2013
LE-M14-W11-20,PLEM14W11,7419,5/31/2013
LE-M14-C01-20,PLEM14C01,50082,4/24/2013
LE-M14-C02-20,PLEM14C02,50517,4/8/2013
LE-M19-F01-20,PLEM19F01,37543,11/6/2013
LE-M19-F02-20,PLEM19F02,35483,10/28/2013
LE-M19-C01-20,PLEM19C01,79385,3/13/2014
LE-M19-C02-20,PLEM19C02,93142,2/24/2014
LE-M19-W01-20,PLEM19W01,4451,10/13/2014
LE-M19-W02-20,PLEM19W02,9277,9/1/2014
LE-M19-W03-20,PLEM19W03,4313,8/20/2014
LE-M19-W10-20,PLEM19W10,15164,6/3/2014
LE-M19-W04-20,PLEM19W04,12126,8/11/2014
LE-M19-W05-20,PLEM19W05,6087,7/31/2014
LE-M19-W06-20,PLEM19W06,11649,7/23/2014
LE-M19-W07-20,PLEM19W07,4274,7/12/2014
LE-M19-W08-20,PLEM19W08,13136,6/25/2014
LE-M19-W09-20,PLEM19W09,14778,6/12/2014
LE-M19-W11-20,PLEM19W11,11643,4/22/2014
LE-M10-W01-20,PLEM10W01,2238,10/9/2014
LE-M10-W03-20,PLEM10W03,3110,11/30/2012
LE-M10-W02-20,PLEM10W02,4007,12/6/2012
LE-M10-W11-20,PLEM10W11,6451,10/1/2012
LE-M10-W09-20,PLEM10W09,7196,10/18/2012
LE-M10-W07-20,PLEM10W07,2859,10/31/2012
LE-M10-W06-20,PLEM10W06,4449,11/7/2012
LE-M10-W05-20,PLEM10W05,3158,11/14/2012
LE-M10-W04-20,PLEM10W04,5202,11/23/2012
LE-M10-W08-20,PLEM10W08,4086,10/24/2012
LE-M10-W10-20,PLEM10W10,8008,10/11/2012
LE-M10-F02-20,PLEM10F02,30594,6/7/2012
LE-M10-F01-20,PLEM10F01,23173,6/22/2012
LE-M10-F03-20,PLEM10F03,12014,6/7/2012
LE-M10-C02-20,PLEM10C02,73539,8/30/2012
LE-M10-C01-20,PLEM10C01,43917,9/5/2012
LE-M15-C01-20,PLEM15C01,36274,9/12/2012
LE-M15-C02-20,PLEM15C02,57703,9/6/2012
LE-M15-F01-20,PLEM15F01,19000,5/11/2012
LE-M15-F03-20,PLEM15F03,9699,4/28/2012
LE-M15-F02-20,PLEM15F02,24069,4/28/2012
LE-M15-W01-20,PLEM15W01,2056,10/29/2014
LE-M15-W02-20,PLEM15W02,3494,12/3/2012
LE-M15-W03-20,PLEM15W03,2721,11/27/2012
LE-M15-W10-20,PLEM15W10,6779,10/9/2012
LE-M15-W04-20,PLEM15W04,4501,11/20/2012
LE-M15-W05-20,PLEM15W05,2801,11/12/2012
LE-M15-W06-20,PLEM15W06,4704,11/2/2012
LE-M15-W07-20,PLEM15W07,2433,10/29/2012
LE-M15-W08-20,PLEM15W08,3568,10/22/2012
LE-M15-W09-20,PLEM15W09,5991,10/16/2012
LE-M15-W11-20,PLEM15W11,5419,10/2/2012
LE-M21-C02-20,PLEM21C02,71134,3/12/2014
LE-M21-C01-20,PLEM21C01,54976,3/18/2014
LE-M21-W01-20,PLEM21W01,3647,11/8/2014
LE-M21-W02-20,PLEM21W02,4734,9/4/2014
LE-M21-W03-20,PLEM21W03,1988,8/22/2014
LE-M21-W10-20,PLEM21W10,7578,6/16/2014
LE-M21-W04-20,PLEM21W04,6202,8/14/2014
LE-M21-W05-20,PLEM21W05,2978,8/7/2014
LE-M21-W06-20,PLEM21W06,5345,7/31/2014
LE-M21-W09-20,PLEM21W09,7086,6/25/2014
LE-M21-W11-20,PLEM21W11,8780,5/15/2014
LE-M21-W07-20,PLEM21W07,3200,7/19/2014
LE-M21-W08-20,PLEM21W08,5273,7/11/2014
LE-M16-W01-20,PLEM16W01,3280,11/17/2014
LE-M16-W02-20,PLEM16W02,1790,8/28/2014
LE-M16-W03-20,PLEM16W03,1387,8/16/2014
LE-M16-W10-20,PLEM16W10,3325,3/15/2014
LE-M16-W04-20,PLEM16W04,2270,7/30/2014
LE-M16-W05-20,PLEM16W05,1377,7/12/2014
LE-M16-W06-20,PLEM16W06,2473,7/4/2014
LE-M16-W07-20,PLEM16W07,1428,6/23/2014
LE-M16-W08-20,PLEM16W08,1699,5/26/2014
LE-M16-W09-20,PLEM16W09,4398,4/4/2014
LE-M16-W11-20,PLEM16W11,4474,1/30/2014
LE-M16-C01-20,PLEM16C01,26126,8/7/2013
LE-M16-C02-20,PLEM16C02,42903,7/31/2013
LE-M16-F02-20,PLEM16F02,21296,6/18/2012
LE-M16-F03-20,PLEM16F03,7204,6/18/2012
LE-M16-F01-20,PLEM16F01,14080,6/26/2012
LE-CC6-L05-20,PCC6L05,5209,04/20/2013
LE-CC6-L04-20,PCC6L04,0,05/06/2013
LE-CC6-L01-20,PCC6L01,3105,07/24/2013
LE-CC6-L03-20,PCC6L03,6009,07/04/2013
LE-CC6-L02-20,PCC6L02,0,07/13/2013
LE-CC6-J04-20,PCC6J04,25207,08/21/2013
LE-CC6-J03-20,PCC6J03,11300,09/09/2013
LE-CC6-J05-20,PCC6J05,35836,07/19/2013
LE-CC6-J02-20,PCC6J02,18271,10/18/2013
LE-CC6-A05-20,PCC6A05,75992,04/05/2013
LE-CC6-K01-20,PCC6K01,3105,07/24/2013
LE-CC6-K03-20,PCC6K03,6009,07/04/2013
LE-CC6-K05-20,PCC6K05,5209,04/20/2013
LE-CC6-K04-20,PCC6K04,0,05/06/2013
LE-CC6-K02-20,PCC6K02,0,07/12/2013
LE-CC5-A05-20,PCC5A05,77042,02/19/2013
LE-CC5-K04-20,PCC5K04,0,01/30/2013
LE-CC5-K02-20,PCC5K02,0,02/25/2013
LE-CC5-K05-20,PCC5K05,7214,01/22/2013
LE-CC5-K01-20,PCC5K01,3013,03/01/2013
LE-CC5-K03-20,PCC5K03,5953,02/07/2013
LE-CC5-J05-20,PCC5J05,34232,03/14/2013
LE-CC5-J02-20,PCC5J02,19651,11/08/2013
LE-CC5-J03-20,PCC5J03,17962,10/11/2013
LE-CC5-J04-20,PCC5J04,21694,07/24/2013
LE-CC5-L01-20,PCC5L01,3013,03/01/2013
LE-CC5-L04-20,PCC5L04,0,01/30/2013
LE-CC5-L05-20,PCC5L05,7214,01/22/2013
LE-CC5-L02-20,PCC5L02,0,02/25/2013
LE-CC5-L03-20,PCC5L03,5953,02/08/2013
LE-M04-C01-20,PLEM04C01,26126,9/10/2013
LE-M04-C02-20,PLEM04C02,42903,9/6/2013
LE-M04-W11-20,PLEM04W11,4477,7/18/2014
LE-M04-W05-20,PLEM04W05,1302,9/10/2014
LE-M04-W01-20,PLEM04W01,2476,11/28/2014
LE-M04-W04-20,PLEM04W04,2270,9/16/2014
LE-M04-W10-20,PLEM04W10,3290,7/29/2014
LE-M04-W02-20,PLEM04W02,1790,10/6/2014
LE-M04-W06-20,PLEM04W06,2566,9/4/2014
LE-M04-W07-20,PLEM04W07,1723,8/25/2014
LE-M04-W08-20,PLEM04W08,1715,8/15/2014
LE-M04-W09-20,PLEM04W09,4350,8/5/2014
LE-M04-W03-20,PLEM04W03,1387,9/29/2014
LE-M04-F02-20,PLEM04F02,19406,4/10/2012
LE-M04-F01-20,PLEM04F01,14080,4/20/2012
LE-M04-F03-20,PLEM04F03,7204,4/10/2012
LE-M02-C02-20,PLEM02C02,61253,10/12/2012
LE-M02-C01-20,PLEM02C01,44819,10/16/2012
LE-M02-F02-20,PLEM02F02,28391,3/29/2012
LE-M02-F03-20,PLEM02F03,12492,3/29/2012
LE-M02-F01-20,PLEM02F01,18361,4/11/2012
LE-M02-W06-20,PLEM02W06,5355,2/15/2013
LE-M02-W10-20,PLEM02W10,7012,12/14/2012
LE-M02-W02-20,PLEM02W02,3791,9/29/2014
LE-M02-W05-20,PLEM02W05,3715,3/1/2013
LE-M02-W11-20,PLEM02W11,11107,12/7/2012
LE-M02-W04-20,PLEM02W04,4752,4/30/2013
LE-M02-W01-20,PLEM02W01,4144,11/11/2014
LE-M02-W08-20,PLEM02W08,4973,1/25/2013
LE-M02-W07-20,PLEM02W07,3960,2/1/2013
LE-M02-W03-20,PLEM02W03,3414,9/18/2014
LE-M02-W09-20,PLEM02W09,8086,1/14/2013
LE-M03-F02-20,PLEM03F02,30533,5/12/2012
LE-M03-F01-20,PLEM03F01,19706,5/29/2012
LE-M03-F03-20,PLEM03F03,12014,5/12/2012
LE-M03-C02-20,PLEM03C02,73539,11/19/2013
LE-M03-C01-20,PLEM03C01,46304,11/23/2013
LE-M03-W04-20,PLEM03W04,5202,8/21/2014
LE-M03-W05-20,PLEM03W05,3158,8/13/2014
LE-M03-W07-20,PLEM03W07,2859,7/24/2014
LE-M03-W10-20,PLEM03W10,7492,6/11/2014
LE-M03-W06-20,PLEM03W06,6485,8/1/2014
LE-M03-W11-20,PLEM03W11,8588,1/15/2014
LE-M03-W08-20,PLEM03W08,4086,7/10/2014
LE-M03-W03-20,PLEM03W03,3110,9/1/2014
LE-M03-W02-20,PLEM03W02,4009,9/10/2014
LE-M03-W01-20,PLEM03W01,4359,11/21/2014
LE-M03-W09-20,PLEM03W09,8038,7/3/2014
LE-M13-C01-20,PLEM13C01,60267,3/4/2013
LE-M13-C02-20,PLEM13C02,86541,2/25/2013
LE-M13-W01-20,PLEM13W01,3497,10/17/2014
LE-M13-W02-20,PLEM13W02,2969,10/19/2013
LE-M13-W03-20,PLEM13W03,2639,10/7/2013
LE-M13-W11-20,PLEM13W11,7107,5/17/2013
LE-M13-W04-20,PLEM13W04,3985,9/24/2013
LE-M13-W05-20,PLEM13W05,2115,9/13/2013
LE-M13-W06-20,PLEM13W06,3254,8/31/2013
LE-M13-W07-20,PLEM13W07,2743,8/22/2013
LE-M13-W08-20,PLEM13W08,4519,8/9/2013
LE-M13-W09-20,PLEM13W09,6868,8/5/2013
LE-M13-W10-20,PLEM13W10,8143,7/25/2013
LE-M13-F02-20,PLEM13F02,27779,6/21/2012
LE-M13-F03-20,PLEM13F03,60574,6/4/2012
LE-M20-C01-20,PLEM20C01,52208,12/12/2013
LE-M20-C02-20,PLEM20C02,71330,12/6/2013
LE-M20-F01-20,PLEM20F01,30215,10/3/2013
LE-M20-F02-20,PLEM20F02,36605,9/20/2013
LE-M20-F03-20,PLEM20F03,11771,9/20/2013
LE-M20-W01-20,PLEM20W01,4076,10/23/2014
LE-M20-W03-20,PLEM20W03,7717,7/14/2014
LE-M20-W04-20,PLEM20W04,2784,7/3/2014
LE-M20-W06-20,PLEM20W06,3527,5/29/2014
LE-M20-W07-20,PLEM20W07,6961,5/20/2014
LE-M20-W08-20,PLEM20W08,2456,5/12/2014
LE-M20-W09-20,PLEM20W09,11679,4/16/2014
LE-M20-W11-20,PLEM20W11,11173,4/1/2014
LE-M20-W02-20,PLEM20W02,2855,7/28/2014
LE-M20-W10-20,PLEM20W10,5587,4/7/2014
LE-M20-W05-20,PLEM20W05,7184,6/7/2014
LE-M22-W01-20,PLEM22W01,4091,11/19/2014
LE-M22-W10-20,PLEM22W10,7578,5/20/2014
LE-M22-W04-20,PLEM22W04,5680,7/16/2014
LE-M22-W05-20,PLEM22W05,3055,7/3/2014
LE-M22-W06-20,PLEM22W06,5244,6/20/2014
LE-M22-W07-20,PLEM22W07,3194,6/13/2014
LE-M22-W08-20,PLEM22W08,5149,6/5/2014
LE-M22-W09-20,PLEM22W09,7407,5/29/2014
LE-M22-W11-20,PLEM22W11,7072,4/11/2014
LE-M22-W02-20,PLEM22W02,4309,8/2/2014
LE-M22-W03-20,PLEM22W03,2541,7/26/2014
LE-M22-F05-20,PLEM22F05,19836,2/5/2013
LE-M22-F04-20,PLEM22F04,17570,4/17/2013
LE-M22-C01-20,PLEM22C01,26615,1/21/2014
LE-M22-C02-20,PLEM22C02,13608,1/16/2014
LE-M22-C05-20,PLEM22C05,13205,12/17/2013
LE-M18-C01-20,PLEM18C01,30071,5/17/2014
LE-M18-C02-20,PLEM18C02,31930,5/12/2014
LE-M18-W01-20,PLEM18W01,3493,11/24/2014
LE-M18-W02-20,PLEM18W02,3365,10/16/2014
LE-M18-W03-20,PLEM18W03,1641,9/29/2014
LE-M18-W10-20,PLEM18W10,6144,7/25/2014
LE-M18-W04-20,PLEM18W04,4059,9/25/2014
LE-M18-W05-20,PLEM18W05,2273,9/15/2014
LE-M18-W06-20,PLEM18W06,3711,9/9/2014
LE-M18-W07-20,PLEM18W07,2263,9/1/2014
