lift,actual_start,actual_quantity
ALWM09W06,09/17/2012,340
ALWM09W05,09/26/2012,288
ALWM09W04,10/08/2012,280
ALWM09W03b,10/29/2012,180
ALWM09W03a,11/12/2012,168
ALWM09W02,06/25/2014,120
ALWM09W01,07/18/2014,65
ALWM10F02,05/16/2012,1032
ALWM10F01,05/24/2012,945
ALWM10C04a,06/12/2012,128
ALWM10C03a,06/16/2012,150
ALWM10C04c,06/28/2012,76
ALWM10C03c,06/30/2012,22
ALWM10C04b,07/30/2012,180
ALWM10C03b,08/03/2012,198
ALWM10C02,08/15/2012,290
ALWM10C01,08/30/2012,952
ALWM10W07,11/24/2012,464
ALWM10W06,12/04/2012,352
ALWM10W05,12/18/2012,320
ALWM10W04,01/08/2013,264
ALWM10W03b,01/18/2013,160
ALWM10W03a,01/28/2013,152
ALWM10W02,02/02/2013,116
ALWM10W01,02/07/2015,64
ALWM11F02,04/23/2012,312
ALWM11F01,04/24/2012,484
ALWM11C04a,06/27/2012,0
ALWM11C04c,06/19/2012,94
ALWM11C03c,06/22/2012,77
ALWM11C03a,06/27/2012,56
ALWM11C04b,06/29/2012,104
ALWM11C03b,07/04/2012,88
ALWM11C02,08/27/2012,134
ALWM11C01,09/07/2012,385
ALWM11W07,09/20/2012,144
ALWM11W06,10/01/2012,168
ALWM11W05,10/10/2012,128
ALWM11W04,10/18/2012,120
ALWM11W03b,11/06/2012,80
ALWM11W03a,11/16/2012,56
ALWM11W02,12/03/2012,40
ALWM11W01,02/13/2015,24
ALWM12F02,06/11/2012,1054
ALWM12F01,06/21/2012,976
ALWM12C04a,09/12/2012,192
ALWM12C03a,09/24/2012,160
ALWM12C04b,10/03/2012,232
ALWM12C04c,10/08/2012,232
ALWM12C03b,10/12/2012,200
ALWM12C03c,10/15/2012,160
ALWM12C02,11/01/2012,340
ALWM12C01,11/12/2012,1060
ALWM12W07,12/10/2012,392
ALWM12W06,01/09/2013,364
ALWM12W05,01/21/2013,304
ALWM12W04,01/29/2013,256
ALWM12W03b,02/05/2013,168
ALWM12W03a,02/13/2013,152
ALWM12W02,02/25/2013,112
ALWM12W01,02/27/2015,72
ALWM13F03,04/04/2012,1041
ALWM13F02,05/03/2012,897
ALWM13F01b,07/12/2012,372
ALWM13F01a,10/30/2012,140
ALWM13F01c,11/01/2012,80
ALWM13C04a,11/28/2012,264
ALWM13C04c,12/05/2012,152
ALWM13C03a,12/10/2012,264
ALWM13C03c,12/18/2012,152
ALWM13C04b,03/01/2013,304
ALWM13C03b,03/08/2013,304
ALWM13C02,04/09/2013,472
ALWM13C01,04/15/2013,1192
ALWM13W07,04/23/2013,384
ALWM13W06,05/01/2013,352
ALWM13W05,05/16/2013,324
ALWM13W04,06/03/2013,243
ALWM13W03b,06/08/2013,160
ALWM13W03a,06/13/2013,96
ALWM13W02,07/11/2013,145
ALWM13W01,02/03/2015,38
ALWM14F02,06/14/2012,945
ALWM14F01,06/25/2012,1056
ALWM14C04b,08/20/2012,198
ALWM14C04a,08/24/2012,187
ALWM14C03b,08/28/2012,215
ALWM14C03a,08/29/2012,152
ALWM14C04c,09/03/2012,218
ALWM14C03c,09/10/2012,144
ALWM14C02,09/24/2012,328
ALWM14C01,09/29/2012,1008
ALWM14W07,10/10/2012,400
ALWM14W06,10/12/2012,352
ALWM14W05,11/15/2012,302
ALWM14W04,12/04/2012,248
ALWM14W03b,12/14/2012,192
ALWM14W03a,01/15/2013,136
ALWM14W02,01/23/2013,124
ALWM14W01,01/08/2015,69
ALWM15F02,04/20/2012,865
ALWM15F01,05/02/2012,724
ALWM15C04a,05/29/2012,100
ALWM15C03a,06/06/2012,104
ALWM15C04c,06/19/2012,136
ALWM15C03c,06/26/2012,86
ALWM15C04b,07/18/2012,144
ALWM15C03b,07/23/2012,190
ALWM15C02,08/09/2012,237
ALWM15C01,08/14/2012,790
ALWM15W07,08/29/2012,341
ALWM15W06,09/06/2012,306
ALWM15W05,09/15/2012,288
ALWM15W04,09/21/2012,193
ALWM15W03b,10/09/2012,160
ALWM15W03a,10/20/2012,136
ALWM15W02,11/08/2012,116
ALWM15W01,12/30/2014,59
ALWM16F02,04/02/2012,704
ALWM16F01,04/11/2012,574
ALWM16C04c,05/06/2012,48
ALWM16C04a,05/08/2012,59
ALWM16C03a,05/15/2012,72
ALWM16C03c,05/15/2012,32
ALWM16C04b,06/29/2012,160
ALWM16C03b,07/04/2012,149
ALWM16C02,07/20/2012,172
ALWM16C01,07/30/2012,596
ALWM16W07,08/07/2012,235
ALWM16W06,08/13/2012,240
ALWM16W05,08/20/2012,230
ALWM16W04,08/27/2012,176
ALWM16W03b,09/07/2012,96
ALWM16W03a,09/15/2012,96
ALWM16W02,09/24/2012,80
ALWM16W01,01/26/2015,45
ALWM17F03,11/14/2012,840
ALWM17F02,11/30/2012,1084
ALWM17F01,12/11/2012,1070
ALWM17C04c,01/29/2013,112
ALWM17C03c,02/04/2013,104
ALWM17C04a,02/15/2013,160
ALWM17C03a,02/21/2013,136
ALWM17C04b,04/04/2013,260
ALWM17C03b,04/11/2013,288
ALWM17C02,04/18/2013,404
ALWM17C01,04/25/2013,1282
ALWM17W07,05/11/2013,576
ALWM17W06,05/22/2013,454
ALWM17W05,05/31/2013,408
ALWM17W04,06/07/2013,376
ALWM17W03b,06/17/2013,236
ALWM17W03a,06/25/2013,190
ALWM17W02,07/03/2013,184
ALWM17W01,01/21/2015,92
ALWM18F02,02/20/2013,612
ALWM18F01,02/25/2013,498
ALWM18C04a,05/07/2013,64
ALWM18C04c,05/08/2013,52
ALWM18C03a,05/13/2013,64
ALWM18C03c,05/13/2013,48
ALWM18C04b,05/17/2013,96
ALWM18C03b,05/21/2013,144
ALWM18C02,05/25/2013,180
ALWM18C01,05/28/2013,556
ALWM18W07,06/11/2013,248
ALWM18W06,06/20/2013,200
ALWM18W05,06/26/2013,176
ALWM18W04,07/03/2013,151
ALWM18W03b,07/15/2013,108
ALWM18W03a,07/20/2013,95
ALWM18W02,07/26/2013,95
ALWM18W01,06/26/2014,56
ALWM19F02,08/29/2013,1031
ALWM19F01,09/06/2013,948
ALWM19C04b,10/19/2013,212
ALWM19C03b,10/23/2013,274
ALWM19C04a,10/28/2013,171
ALWM19C03a,11/06/2013,166
ALWM19C04c,11/06/2013,103
ALWM19C03c,11/09/2013,113
ALWM19C02,11/19/2013,387
ALWM19C01,11/25/2013,1293
ALWM19W07,01/17/2014,502
ALWM19W06,01/25/2014,428
ALWM19W05,01/31/2014,398
ALWM19W04,03/05/2014,356
ALWM19W03b,03/17/2014,227
ALWM19W03a,03/27/2014,190
ALWM19W02,04/03/2014,176
ALWM19W01,05/22/2014,152
ALWM20F02,03/01/2013,984
ALWM20F01,03/06/2013,768
ALWM20C04c,07/27/2013,104
ALWM20C03c,08/01/2013,96
ALWM20C04b,08/09/2013,168
ALWM20C03b,08/14/2013,199
ALWM20C04a,08/15/2013,142
ALWM20C03a,08/20/2013,114
ALWM20C02,08/24/2013,317
ALWM20C01,08/28/2013,896
ALWM20W07,09/14/2013,405
ALWM20W06,09/19/2013,417
ALWM20W05,09/26/2013,294
ALWM20W04,10/09/2013,250
ALWM20W03b,10/26/2013,144
ALWM20W03a,11/13/2013,135
ALWM20W02,11/28/2013,135
ALWM20W01,06/16/2014,96
ALWM21F02a,04/17/2013,304
ALWM21F02b,04/23/2013,704
ALWM21F01a,04/30/2013,352
ALWM21C06b,05/02/2013,0
ALWM21F01b,05/02/2013,477
ALWM21C06a,06/20/2013,32
ALWM21C05a,07/05/2013,112
ALWM21C04a,07/13/2013,112
ALWM21C03a,07/13/2013,0
ALWM21C05b,10/03/2013,88
ALWM21C04c,10/03/2013,0
ALWM21C03c,10/10/2013,64
ALWM21C04b,10/11/2013,185
ALWM21C03b,10/16/2013,216
ALWM21C02,10/23/2013,384
ALWM21C01,11/19/2013,944
ALWM21W07,12/19/2013,430
ALWM21W06,01/03/2014,364
ALWM21W05,01/10/2014,300
ALWM21W04,01/18/2014,244
ALWM21W03b,01/30/2014,156
ALWM21W03a,03/01/2014,141
ALWM21W02,03/17/2014,112
ALWM21W01,02/09/2015,68
ALWM22F05,02/06/2013,360
ALWM22F04,02/15/2013,408
ALWM22F03b,02/16/2013,0
ALWM22F02b,05/27/2013,868
ALWM22F02c,05/31/2013,488
ALWM22F03a,06/15/2013,136
ALWM22F02a,06/15/2013,0
ALWM22F01a,06/15/2013,0
ALWM22C04a,07/09/2013,120
ALWM22F01b,08/27/2013,22
ALWM22F01c,09/06/2013,40
ALWM22C04c,09/13/2013,56
ALWM22C03a,09/25/2013,648
ALWM22C01a,10/18/2013,250
ALWM22C02a,10/31/2013,192
ALWM22C04b,11/13/2013,184
ALWM22C03b,11/23/2013,206
ALWM22C02b,11/27/2013,180
ALWM22C01b,11/29/2013,549
ALWM22W07,12/05/2013,432
ALWM22W06,12/12/2013,364
ALWM22W05,12/17/2013,316
ALWM22W04,12/30/2013,274
ALWM22W03b,01/08/2014,179
ALWM22W03a,01/14/2014,158
ALWM22W02,01/23/2014,112
ALWM22W01,01/22/2015,95
ALWM23F09,12/28/2012,488
ALWM23F08,01/31/2013,472
ALWM23F07a,05/04/2013,144
ALWM23F06a,05/04/2013,0
ALWM23F05a,05/04/2013,0
ALWM23F07b,05/08/2013,160
ALWM23F06b,05/08/2013,0
ALWM23F05b,05/08/2013,0
ALWM23F04b,06/05/2013,184
ALWM23F02b,06/11/2013,883
ALWM23F04a,07/03/2013,136
ALWM23F03,08/14/2013,119
ALWM23F02a,08/17/2013,814
ALWM23F01b,08/20/2013,977
ALWM23F01a,09/15/2013,163
ALWM23C04b,09/20/2013,358
ALWM23C04a,09/20/2013,0
ALWM23C03b,10/26/2013,446
ALWM23C03a,10/26/2013,0
ALWM23C02,12/10/2013,198
ALWM23C01,12/13/2013,600
ALWM23W07,01/02/2014,439
ALWM23W06,01/27/2014,408
ALWM23W05,01/31/2014,344
ALWM23W04,03/05/2014,272
ALWM23W03b,03/25/2014,192
ALWM23W03a,04/01/2014,168
ALWM23W02,04/11/2014,144
ALWM23W01,12/15/2014,81
AH1E6AF03,06/26/2012,601
AH1E6AF02,07/25/2012,799
AH1E6AF01,10/08/2012,692
AH1E6AW11,05/23/2013,664
AH1E6AW10,06/28/2013,733
AH1E6AW09,08/09/2013,340
AH1E6AW08,08/16/2013,963
AH1E6AW07,09/04/2013,279
AH1E6AW06,09/17/2013,279
AH1E6AW05,10/04/2013,229
AH1E6AW04,10/15/2013,349
AH1E6AW03,11/09/2013,333
AH1E6AW02,11/27/2013,345
AH1E6AW01,12/11/2013,212
AH1E6BF03,08/14/2012,420
AH1E6BF02,08/29/2012,562
AH1E6BF01,11/19/2012,445
AH1E6BW11,05/07/2013,530
AH1E6BW10,05/14/2013,504
AH1E6BW09,06/01/2013,231
AH1E6BW08,06/06/2013,656
AH1E6BW07,06/24/2013,187
AH1E6BW06,07/01/2013,208
AH1E6BW05,07/16/2013,151
AH1E6BW04,07/24/2013,272
AH1E6BW03,08/13/2013,120
AH1E6BW02,10/04/2013,115
AH1E6BW01,10/31/2013,51
AH1E6CF03,06/13/2012,580
AH1E6CF02,07/05/2012,889
AH1E6CF01,11/12/2012,668
AH1E6CW11,08/15/2013,955
AH1E6CW10,08/23/2013,833
AH1E6CW09,10/02/2013,493
AH1E6CW08,10/23/2013,726
AH1E6CW07,11/12/2013,553
AH1E6CW06,11/28/2013,561
AH1E6CW05,12/17/2013,479
AH1E6CW04,01/14/2014,684
AH1E6CW03,01/28/2014,698
AH1E6CW02,03/06/2014,794
AH1E6CW01,05/20/2014,348
AH1E6DF03,09/10/2012,404
AH1E6DF02,09/21/2012,484
AH1E6DF01,12/01/2012,432
AH1E6DW11,04/20/2013,512
AH1E6DW10,05/02/2013,540
AH1E6DW09,06/13/2013,216
AH1E6DW08,06/21/2013,584
AH1E6DW07,07/16/2013,166
AH1E6DW06,07/24/2013,216
AH1E6DW05,08/01/2013,196
AH1E6DW04,08/12/2013,240
AH1E6DW03,08/23/2013,99
AH1E6DW02,11/29/2013,118
AH1E6DW01,12/16/2013,44
AH1E6EF06,07/16/2012,374
AH1E6EF05,07/24/2012,498
AH1E6EF04b,08/02/2012,320
AH1E6EF04a,08/06/2012,438
AH1E6EF03,08/20/2012,392
AH1E6EF02,08/30/2012,507
AH1E6EF01,02/26/2013,616
AH1E6EW11,04/01/2013,668
AH1E6EW10,04/10/2013,678
AH1E6EW09,05/08/2013,296
AH1E6EW08,05/20/2013,808
AH1E6EW07,06/10/2013,239
AH1E6EW06,06/19/2013,303
AH1E6EW05,07/05/2013,192
AH1E6EW04,09/16/2013,338
AH1E6EW03,10/03/2013,334
AH1E6EW02,10/15/2013,380
AH1E6EW01,11/13/2013,175
AH1C5AF04,12/12/2012,467
AH1C5AF03,12/12/2012,304
AH1C5AF02,01/24/2013,548
AH1C5AF01,01/31/2013,176
AH1C5BF04,12/18/2012,0
AH1C5BF03,12/19/2012,892
AH1C5BF02,01/14/2013,116
AH1C5BF01,02/08/2013,568
AH1C5CF01,02/08/2013,0
AH1C5CF04,12/13/2012,468
AH1C5CF03,12/14/2012,320
AH1C5CF02,12/20/2012,336
AH1C5DF06,12/22/2012,196
AH1C5DF07,12/22/2012,340
AH1C5DF05,01/09/2013,796
AH1C5DF04,01/21/2013,496
AH1C5DF03,01/30/2013,428
AH1C5DF02,02/05/2013,320
AH1C5DF01,02/21/2013,204
AH1C4AF04,06/28/2012,419
AH1C4AF03,07/03/2012,367
AH1C4AF02,07/27/2012,287
AH1C4AF01,07/29/2012,0
AH1C4BF04,08/17/2012,440
AH1C4BF03,09/06/2012,390
AH1C4BF02,09/13/2012,544
AH1C4BF01,09/25/2012,176
AH1C4CF04,07/17/2012,455
AH1C4CF03,07/20/2012,416
AH1C4CF02,09/17/2012,104
AH1C4CF01,09/29/2012,536
AH1C4DF07,07/19/2012,310
AH1C4DF06,07/27/2012,467
AH1C4DF05,08/13/2012,538
AH1C4DF04,08/22/2012,531
AH1C4DF03,09/01/2012,443
AH1C4DF01,09/28/2012,184
AH1C4DF02,09/17/2012,320
AH1W3AF07,04/09/2012,866
AH1W3AF06,04/23/2012,1176
AH1W3AF05a,06/20/2012,288
AH1W3AF05b,06/20/2012,244
AH1W3AF05c,07/03/2012,334
AH1W3AF04b,07/19/2012,298
AH1W3AF04a,07/26/2012,382
AH1W3AF04c,08/08/2012,403
AH1W3AF03,02/25/2013,2074
AH1W3AF02,03/19/2013,676
AH1W3AF01,04/01/2013,644
AH1W3AW10,04/24/2013,728
AH1W3AW09,05/13/2013,367
AH1W3AW08,05/28/2013,535
AH1W3AW07a,06/06/2013,424
AH1W3AW07b,06/15/2013,184
AH1W3AW06,07/02/2013,424
AH1W3AW05,07/18/2013,448
AH1W3AW04,08/09/2013,660
AH1W3AW03,09/23/2013,296
AH1W3AW02a,10/18/2013,270
AH1W3AW02b,11/19/2013,24
AH1W3AW01,09/12/2014,167
AH1W3BF07,05/14/2012,634
AH1W3BF06,08/30/2012,637
AH1W3BF05b,01/16/2013,271
AH1W3BF05c,01/16/2013,380
AH1W3BF05a,01/22/2013,316
AH1W3BF04b,02/26/2013,240
AH1W3BF04a,02/28/2013,304
AH1W3BF04c,03/01/2013,332
AH1W3BF03,03/27/2013,1460
AH1W3BF02,04/15/2013,556
AH1W3BF01,04/27/2013,684
AH1W3BW10,05/23/2013,1048
AH1W3BW09,06/11/2013,584
AH1W3BW08,06/21/2013,792
AH1W3BW07a,07/12/2013,712
AH1W3BW07b,07/20/2013,184
AH1W3BW07c,07/20/2013,0
AH1W3BW06,07/31/2013,846
AH1W3BW05,08/14/2013,730
AH1W3BW04,08/30/2013,1165
AH1W3BW03,11/08/2013,480
AH1W3BW02a,11/28/2013,445
AH1W3BW02b,01/31/2014,32
AH1W3BW02c,06/27/2014,26
AH1W3BW01,06/02/2014,331
AH1W3CF07,03/29/2012,613
AH1W3CF06,04/26/2012,1409
AH1W3CF05b,06/29/2012,747
AH1W3CF05a,07/07/2012,300
AH1W3CF05c,07/16/2012,256
AH1W3CF04a,07/30/2012,363
AH1W3CF04b,08/03/2012,895
AH1W3CF04c,08/23/2012,304
AH1W3CF03,11/06/2012,1747
AH1W3CF02,12/10/2012,648
AH1W3CF01,12/28/2012,608
AH1W3CW10,01/15/2013,923
AH1W3CW09,01/28/2013,408
AH1W3CW08,02/19/2013,504
AH1W3CW07a,03/14/2013,384
AH1W3CW07b,03/25/2013,256
AH1W3CW06,04/18/2013,431
AH1W3CW05,07/04/2013,380
AH1W3CW04,07/24/2013,575
AH1W3CW03,09/12/2013,0
AH1W3CW02a,10/10/2013,528
AH1W3CW02b,12/13/2013,32
AH1W3CW01,07/17/2014,177
AH1W2AF03,08/10/2012,876
AH1W2AF02,12/04/2012,832
AH1W2AF01,12/14/2012,280
AH1W2AW10,12/26/2012,508
AH1W2AW09,01/08/2013,280
AH1W2AW08,01/21/2013,344
AH1W2AW07,01/30/2013,356
AH1W2AW06,02/14/2013,300
AH1W2AW05,03/16/2013,352
AH1W2AW04,04/05/2013,88
AH1W2AW03,08/14/2013,336
AH1W2AW02,09/09/2013,128
AH1W2AW01,08/13/2014,78
AH1W2BF03,07/20/2012,1032
AH1W2BF02,03/13/2013,848
AH1W2BF01,03/21/2013,480
AH1W2BW10,04/11/2013,752
AH1W2BW09,05/03/2013,536
AH1W2BW08,05/09/2013,584
AH1W2BW07,05/22/2013,688
AH1W2BW06,05/28/2013,644
AH1W2BW05,06/05/2013,804
AH1W2BW04,06/14/2013,767
AH1W2BW03,10/19/2013,405
AH1W2BW02,11/19/2013,414
AH1W2BW01,10/13/2014,278
AH1W2CF03,07/09/2012,894
AH1W2CF02,08/27/2012,688
AH1W2CF01,09/05/2012,368
AH1W2CW10,10/12/2012,496
AH1W2CW09,10/30/2012,276
AH1W2CW08,11/13/2012,340
AH1W2CW07,11/30/2012,336
AH1W2CW06,12/11/2012,320
AH1W2CW05,12/27/2012,328
AH1W2CW04,02/22/2013,280
AH1W2CW03,08/26/2013,166
AH1W2CW02,09/09/2013,108
AH1W2CW01,07/23/2014,72
AH1W1AF03,05/10/2012,954
AH1W1AF02,09/10/2012,864
AH1W1AF01,09/22/2012,368
AH1W1AW10,10/04/2012,644
AH1W1AW09,10/18/2012,368
AH1W1AW08,11/09/2012,496
AH1W1AW07a,12/05/2012,392
AH1W1AW07b,01/02/2013,56
AH1W1AW06,01/24/2013,464
AH1W1AW05,02/26/2013,592
AH1W1AW04,04/04/2013,451
AH1W1AW03,06/05/2013,198
AH1W1AW02,06/27/2013,201
AH1W1AW01,08/09/2014,112
AH1W1BF03,06/15/2012,1056
AH1W1BF02,10/10/2012,992
AH1W1BF01,11/01/2012,579
AH1W1BW10,12/17/2012,904
AH1W1BW09,01/17/2013,648
AH1W1BW08,01/26/2013,784
AH1W1BW07a,02/06/2013,760
AH1W1BW07b,02/16/2013,88
AH1W1BW07c,01/27/2013,0
AH1W1BW06,03/08/2013,803
AH1W1BW05,03/25/2013,1022
AH1W1BW04,05/13/2013,747
AH1W1BW03,03/17/2014,442
AH1W1BW03,08/20/2013,40
AH1W1BW03,,
AH1W1BW02,06/30/2014,431
AH1W1BW01,10/02/2014,250
AH1W1BQNC-02,01/28/2015,6
AH1W1BQNC-04&09&10,01/28/2015,5
AH1W1BQNC-08,01/28/2015,9
AH1W1CF03,05/01/2012,866
AH1W1CF02,06/01/2012,898
AH1W1CF01,06/19/2012,361
AH1W1CW10,07/23/2012,680
AH1W1CW09,08/07/2012,454
AH1W1CW08,08/24/2012,488
AH1W1CW07a,09/08/2012,368
AH1W1CW07b,09/13/2012,88
AH1W1CW06,10/02/2012,476
AH1W1CW05,01/08/2013,628
AH1W1CW04,03/27/2013,360
AH1W1CW03,08/09/2013,208
AH1W1CW02,08/20/2013,228
AH1W1CW01,08/02/2014,141
AH2W1AF03,08/31/2011,1126
AH2W1AF02,09/28/2011,1108
AH2W1AF01,10/17/2011,464
AH2W1AW12,11/21/2011,744
AH2W1AW11,01/23/2012,726
AH2W1AW10,02/07/2012,676
AH2W1AW09,02/23/2012,632
AH2W1AW08,03/15/2012,400
AH2W1AW07,04/02/2012,375
AH2W1AW06,04/25/2012,505
AH2W1AW05,06/22/2012,497
AH2W1AW04,09/25/2012,408
AH2W1AW03c,10/01/2012,216
AH2W1AW03b,10/31/2012,360
AH2W1AW03a,01/10/2013,264
AH2W1AW02,01/21/2013,208
AH2W1AW01,03/26/2014,136
AH2W1BF03,10/19/2011,1120
AH2W1BF02,01/24/2012,1176
AH2W1BF01,02/13/2012,600
AH2W1BW12,03/08/2012,937
AH2W1BW11,03/25/2012,988
AH2W1BW10,04/12/2012,1060
AH2W1BW09,04/24/2012,972
AH2W1BW08,05/17/2012,640
AH2W1BW07,05/29/2012,610
AH2W1BW06,06/09/2012,996
AH2W1BW05,07/11/2012,875
AH2W1BW04,08/25/2012,776
AH2W1BW03c,09/06/2012,352
AH2W1BW03b,02/04/2013,624
AH2W1BW03a,03/08/2013,532
AH2W1BW02,03/15/2013,458
AH2W1BW01,12/14/2013,322
AH2W1BQNC-02,11/12/2014,6
AH2W1BQNC-04,11/13/2014,6
AH2W1BQNC-08,11/13/2014,7
AH2W1CF03,08/29/2011,1152
AH2W1CF02,09/30/2011,1040
AH2W1CF01,10/22/2011,521
AH2W1CW12,11/16/2011,772
AH2W1CW11,12/29/2011,744
AH2W1CW10,01/26/2012,712
AH2W1CW09,02/09/2012,659
AH2W1CW08,02/28/2012,400
AH2W1CW07,03/21/2012,389
AH2W1CW06,04/18/2012,495
AH2W1CW05,06/16/2012,516
AH2W1CW04,08/09/2012,408
AH2W1CW03c,08/30/2012,192
AH2W1CW03b,10/17/2012,376
AH2W1CW03a,12/19/2012,336
AH2W1CW02,01/03/2013,176
AH2W1CW01,01/13/2014,270
AH2W2AF03,02/03/2012,1120
AH2W2AF02,06/01/2012,996
AH2W2AF01,06/12/2012,424
AH2W2AW12,06/20/2012,602
AH2W2AW11,06/27/2012,566
AH2W2AW10,07/03/2012,520
AH2W2AW09,07/09/2012,474
AH2W2AW08,07/18/2012,292
AH2W2AW07,07/24/2012,262
AH2W2AW06,08/01/2012,360
AH2W2AW05,08/08/2012,321
AH2W2AW04,08/14/2012,338
AH2W2AW03b,03/12/2013,260
AH2W2AW03a,04/05/2013,192
AH2W2AW02,04/11/2013,154
AH2W2AW01,05/06/2013,72
AH2W2BF03,03/02/2012,963
AH2W2BF02,09/13/2012,1015
AH2W2BF01,09/21/2012,528
AH2W2BW12,10/03/2012,739
AH2W2BW11,10/13/2012,832
AH2W2BW10,11/12/2012,748
AH2W2BW09,12/04/2012,812
AH2W2BW08,12/17/2012,840
AH2W2BW07,12/26/2012,792
AH2W2BW06,01/05/2013,776
AH2W2BW05,01/18/2013,844
AH2W2BW04,01/20/2013,0
AH2W2BW03b,03/20/2013,616
AH2W2BW03a,04/22/2013,424
AH2W2BW02,04/27/2013,434
AH2W2BW01,03/19/2014,222
AH2W2BQNC-02,11/14/2014,7
AH2W2BQNC-08,11/14/2014,4
AH2W2BQNC-09/10,11/15/2014,4
AH2W2CF03,02/28/2012,1087
AH2W2CF02,05/12/2012,1114
AH2W2CF01,05/16/2012,410
AH2W2CW12,05/22/2012,614
AH2W2CW11,05/28/2012,561
AH2W2CW10,06/04/2012,546
AH2W2CW09,06/08/2012,460
AH2W2CW08,06/15/2012,271
AH2W2CW07,06/23/2012,308
AH2W2CW06,07/05/2012,328
AH2W2CW05,07/11/2012,344
AH2W2CW04,07/30/2012,426
AH2W2CW03b,03/08/2013,320
AH2W2CW03a,03/28/2013,248
AH2W2CW02,04/04/2013,172
AH2W2CW01,04/27/2013,292
AH2W3AF07,12/14/2011,760
AH2W3AF06,01/10/2012,834
AH2W3AF05b,03/07/2012,320
AH2W3AF05a,03/09/2012,311
AH2W3AF05c,03/16/2012,270
AH2W3AF04b,03/20/2012,304
AH2W3AF04a,03/24/2012,312
AH2W3AF04c,04/05/2012,263
AH2W3AF03,05/25/2012,1856
AH2W3AF02,07/16/2012,625
AH2W3AF01,07/26/2012,692
AH2W3AW12,08/15/2012,934
AH2W3AW11,08/30/2012,807
AH2W3AW10,09/11/2012,780
AH2W3AW09,09/29/2012,779
AH2W3AW08,01/05/2013,408
AH2W3AW07,01/22/2013,400
AH2W3AW06,02/05/2013,520
AH2W3AW05b,02/21/2013,200
AH2W3AW05a,02/28/2013,288
AH2W3AW04,03/11/2013,504
AH2W3AW03b,04/24/2013,368
AH2W3AW03a,05/17/2013,320
AH2W3AW02,05/25/2013,288
AH2W3AW01,07/23/2013,144
AH2W3BF07,01/31/2012,742
AH2W3BF06,03/01/2012,745
AH2W3BF05,08/06/2012,902
AH2W3BF04,09/04/2012,978
AH2W3BF03,10/09/2012,1240
AH2W3BF02,10/29/2012,616
AH2W3BF01,11/16/2012,720
AH2W3BW12,12/12/2012,1008
AH2W3BW11,01/17/2013,962
AH2W3BW10,01/25/2013,1024
AH2W3BW09,02/01/2013,984
AH2W3BW08,02/07/2013,600
AH2W3BW07,02/18/2013,640
AH2W3BW06,03/01/2013,888
AH2W3BW05,03/21/2013,804
AH2W3BW04,04/06/2013,1040
AH2W3BW03b,04/18/2013,812
AH2W3BW03a,06/03/2013,600
AH2W3BW02,06/08/2013,559
AH2W3BW01,07/22/2013,296
AH2W3BQNC-05,11/25/2014,10
AH2W3BQNC-01,11/26/2014,8
AH2W3CF07,10/27/2011,836
AH2W3CF06,12/01/2011,1177
AH2W3CF05b,01/11/2012,318
AH2W3CF05a,01/27/2012,760
AH2W3CF05c,02/09/2012,296
AH2W3CF04b,02/14/2012,158
AH2W3CF04a,02/15/2012,849
AH2W3CF04c,03/03/2012,304
AH2W3CF03,04/17/2012,1745
AH2W3CF02,06/28/2012,981
AH2W3CF01,07/05/2012,605
AH2W3CW12,07/26/2012,974
AH2W3CW11,08/08/2012,795
AH2W3CW10,08/23/2012,702
AH2W3CW09,09/07/2012,489
AH2W3CW08,09/19/2012,608
AH2W3CW07,10/06/2012,456
AH2W3CW06,11/06/2012,484
AH2W3CW05,11/29/2012,461
AH2W3CW04,12/28/2012,520
AH2W3CW03b,04/13/2013,416
AH2W3CW03a,05/11/2013,296
AH2W3CW02,05/15/2013,256
AH2W3CW01,07/23/2013,168
AH2C4AF03,10/11/2011,940
AH2C4AF02,11/14/2011,373
AH2C4AF01,11/27/2011,144
AH2C4BF03,04/25/2012,911
AH2C4BF02,04/28/2012,332
AH2C4BF01,05/16/2012,539
AH2C4CF06,12/16/2011,362
AH2C4CF05,01/04/2012,312
AH2C4CF04,01/30/2012,700
AH2C4CF03,03/31/2012,1126
AH2C4CF02,05/04/2012,309
AH2C4CF01,05/19/2012,156
AH2C5AF03,05/24/2012,961
AH2C5AF02,06/05/2012,335
AH2C5AF01,06/12/2012,144
AH2C5BF03,06/22/2012,876
AH2C5BF02,06/25/2012,304
AH2C5BF01,07/18/2012,452
AH2C5CF06,07/23/2012,584
AH2C5CF05,07/25/2012,0
AH2C5CF04,08/03/2012,789
AH2C5CF03,08/18/2012,1026
AH2C5CF02,09/03/2012,338
AH2C5CF01,09/11/2012,232
AH2E6AF03,12/12/2011,456
AH2E6AF02,12/21/2011,368
AH2E6AF01,01/13/2012,510
AH2E6AW13b,02/11/2012,359
AH2E6AW13a,02/13/2012,177
AH2E6AW12b,02/22/2012,318
AH2E6AW12a,02/27/2012,166
AH2E6AW11,05/11/2012,232
AH2E6AW10,05/17/2012,626
AH2E6AW09,06/06/2012,195
AH2E6AW08,06/19/2012,180
AH2E6AW07,09/25/2012,392
AH2E6AW06,07/31/2013,79
AH2E6AW05,08/07/2013,164
AH2E6AW04,08/14/2013,138
AH2E6AW03,08/20/2013,118
AH2E6AW02,08/30/2013,72
