lift,actual_start,actual_quantity
PT4C208W01b,01/13/2015,0
PT4C208W01c,01/14/2015,38
PT4C208W01d,01/15/2015,0
PT4C208W01e,01/16/2015,0
PT4C208W01a,01/13/2015,0
PT4C301F01,06/11/2014,856
PT4C302F01,06/11/2014,0
PT4C301W02a,07/18/2014,72
PT4C301W02b,07/19/2014,96
PT4C301W01b,07/28/2014,96
PT4C301W01a,07/29/2014,75
PT4C301R02,09/11/2014,133
PT4C301R01,09/15/2014,210
PT4C203F01,07/02/2014,736
PT4C203BF01,07/02/2014,0
PT4C302W02a,07/21/2014,72
PT4C302W02b,07/21/2014,64
PT4C302W01b,08/01/2014,56
PT4C302W01a,08/04/2014,72
PT4C203R02,10/02/2014,264
PT4C203BR02,10/16/2014,152
PT4C303BR02,10/16/2014,0
PT4C302R01,10/07/2014,491
PT4C303R01,10/07/2014,0
PT4C203R01,10/07/2014,0
PT4C303F01,07/17/2014,304
PT4C303BF01,07/17/2014,0
PT4C303W02b,08/05/2014,40
PT4C303BW02b,08/23/2014,48
PT4C303W02a,08/14/2014,36
PT4C303BW02a,08/23/2014,48
PT4C303W01b,08/12/2014,28
PT4C303BW01b,09/03/2014,43
PT4C303W01a,08/13/2014,40
PT4C303BW01a,08/19/2014,57
PT4C303R02,10/27/2014,86
PT4C303BR01,10/30/2014,128
PT4C304F01,07/31/2014,352
PT4C304W02b,08/28/2014,56.53
PT4C304W02a,08/29/2014,80
PT4C304W01b,09/11/2014,56
PT4C304W01a,09/29/2014,64
PT4C304R02,11/12/2014,120
PT4C304R01,11/17/2014,160
PT4C305F01,08/11/2014,304
PT4C305W02a,09/03/2014,71
PT4C305W02b,09/05/2014,65
PT4C305W01a,10/08/2014,66
PT4C305W01b,10/16/2014,65
PT4C305R02,12/03/2014,116
PT4C305R01,12/10/2014,206
PT4C306F01,08/25/2014,296
PT4C306W02a,09/18/2014,78
PT4C306W02b,09/24/2014,64
PT4C306W01a,10/29/2014,69
PT4C306W01b,11/24/2014,65
PT4C306R02,01/12/2015,148
PT4C306R01,01/15/2015,204
PT4C307F01,11/24/2014,356
PT4C307W02b,12/04/2014,94
PT4C307W02a,12/10/2014,90
PT4C307W01b,12/16/2014,80
PT4C307R02,01/29/2015,168
PT4C307R01,02/03/2015,248
PT4C308F01,12/10/2014,371
PT4C308W02a,12/18/2014,101
PT4C308W01a,01/13/2015,55
PT4C308W01b,01/23/2015,64
PT4C308R02,02/16/2015,184
PT4C308R01,02/20/2015,240
PT4C309F01,12/19/2014,483
PT4C310F01,12/19/2014,0
PT4C309W02a,01/06/2015,131
PT4C310W02a,01/06/2015,0
PT4C309W02b,01/08/2015,105
PT4C310W02b,01/08/2015,0
PT4C309P04,01/12/2015,56
PT4C309P03,01/12/2015,0
PT4C310P04,01/12/2015,0
PT4C310P03,01/12/2015,0
PT4C309W01a,01/27/2015,106
PT4C310W01a,01/27/2015,0
PT4C309P02,02/03/2015,56
PT4C309P01,02/03/2015,0
PT4C310P02,02/03/2015,0
PT4C310P01,02/03/2015,0
PT4C309W01b,02/09/2015,88
PT4C310W01b,02/09/2015,0
PT4C309R03,03/12/2015,184
PT4C310R03a,03/12/2015,0
PT4C310R03b,03/12/2015,0
PT4C310R03c,03/12/2015,0
PT4C310R05,03/12/2015,0
PT4C309R01,03/20/2015,481
PT4C309R02,03/20/2015,0
PT4C310R04,03/20/2015,0
PT4C310R02,03/28/2015,336
PT4C310R01,03/28/2015,0
PT4C311F01a,01/10/2015,208
PT4C311F01b,01/21/2015,203
PT4C311W05b,02/02/2015,74
PT4C311W05a,02/03/2015,67
PT4C311P07,02/12/2015,32
PT4C311P06,02/12/2015,0
PT4C311W04b,02/16/2015,21
PT4C312W04b,02/16/2015,0
PT4C311W04a,02/18/2015,69
PT4C312W04a,02/18/2015,0
PT4C311P05,02/26/2015,113
PT4C311P04,02/26/2015,0
PT4C312P05,02/26/2015,0
PT4C312P04,02/26/2015,0
PT4C311W03b,03/03/2015,113
PT4C312W03b,03/03/2015,0
PT4C311W03a,03/04/2015,129
PT4C312W03a,03/04/2015,0
PT4C311P02b,03/06/2015,50
PT4C312P02b,03/06/2015,0
PT4C311W02a,03/13/2015,41
PT4C312W02a,03/13/2015,0
PT4C311W02b,03/18/2015,56
PT4C312W02b,03/18/2015,0
PT4C311P03,03/21/2015,24
PT4C312P03,03/21/2015,0
PT4C311P02a,03/21/2015,0
PT4C312P02a,03/21/2015,0
PT4C311W01a,03/30/2015,71
PT4C312W01a,03/30/2015,0
PT4C311W01b,03/30/2015,70
PT4C312W01b,03/30/2015,0
PT4C311P01,03/31/2015,8
PT4C312P01,03/31/2015,0
PT4C312F01a,02/06/2015,192
PT4C312F01b,02/18/2015,249
PT4C312W02c,03/16/2015,50
PT4C312W02d,03/16/2015,0
PT4C312W02e,03/16/2015,0
PT4C312W01c,03/25/2015,70
PT4C312W01d,03/25/2015,0
PT4C312W01e,03/25/2015,0
PT4C208P04,12/26/2014,7
PT4C208P05,12/26/2014,0
PT4C204F01,07/25/2014,465
PT4C202F01,07/25/2014,0
PT4C201F01,07/25/2014,0
PT4C307W01a,12/24/2014,78
PT4C308W02b,12/26/2014,87
PT5C302F01,09/02/2014,608
PT5C203F01,09/02/2014,0
PT5C302W02a,09/10/2014,94
PT5C302W02b,09/10/2014,76
PT5C302W01a,10/06/2014,81
PT5C302W01b,10/17/2014,66
PT5C302R02,11/29/2014,352
PT5C303R02,11/29/2014,0
PT5C202R01,11/19/2014,0
PT5C202R01,12/04/2014,448
PT5C302R01,12/04/2014,0
PT5C204F01,09/20/2014,0
PT5C303F01,09/20/2014,745
PT5C303W02a,09/25/2014,112
PT5C303W02b,10/01/2014,99
PT5C303W01a,10/14/2014,98
PT5C303W01b,11/11/2014,78
PT5C203R02,01/02/2015,344
PT5C204R02,01/02/2015,0
PT5C203R01,01/10/2015,508
PT5C303R01,01/10/2015,0
PT5C204R01,01/10/2015,0
PT5C301F01,08/27/2014,853
PT5C201F01,08/27/2014,0
PT5C202F01,08/27/2014,0
PT5C301W02a,09/02/2014,117
PT5C301W02b,09/04/2014,137
PT5C301W01a,09/17/2014,102
PT5C301W01b,09/18/2014,114
PT5C301R02,11/14/2014,279
PT5C201R02,11/14/2014,0
PT5C202R02,11/14/2014,0
PT5C301R01,11/19/2014,478
PT5C201R01,11/19/2014,0
PT5C202R01,,
PT5C304F01,09/29/2014,280
PT5C304W02b,11/01/2014,75
PT5C304W02a,09/30/2014,0
PT5C304W01a,11/19/2014,73
PT5C304W01b,11/24/2014,71
PT5C304R02,01/24/2015,120
PT5C304R01,01/29/2015,170
PT5C305F01,10/16/2014,303
PT5C305W02a,10/30/2014,72
PT5C305W02b,11/14/2014,94
PT5C305W01a,12/13/2014,65
PT5C305W01b,12/17/2014,54
PT5C305R02,02/10/2015,104
PT5C305R01,02/18/2015,193
PT5C306F01,12/04/2014,264
PT5C306W02b,01/14/2015,64
PT5C306W02a,01/16/2015,72
PT5C306W01a,01/28/2015,80
PT5C306W01b,02/05/2015,71
PT5C306R02,02/28/2015,120
PT5C306R01,03/05/2015,208
PT5C307F01,12/22/2014,244
PT5C307W02a,01/15/2015,66
PT5C307W02b,01/31/2015,50
PT5C307W01a,01/31/2015,71
PT5C207W06,02/09/2015,40
PT5C307W01b,02/09/2015,64
PT5C307R02,03/12/2015,101
PT5C307R01,03/17/2015,155
PT5C308W02a,10/06/2014,208
PT5C308F01,12/15/2014,449
PT5C308W02b,01/13/2015,116
PT5C308W01a,01/20/2015,146
PT5C308W01b,01/28/2015,100
PT5C308R02,03/26/2015,180
PT5C308R01,04/02/2015,256
PT5C310F01,11/12/2014,0
PT5C309F01,11/12/2014,590
PT5C309W02a,11/21/2014,151
PT5C309W02b,11/28/2014,162
PT5C309P03,12/19/2014,74
PT5C309P04,12/19/2014,0
PT5C309W01b,01/05/2015,149
PT5C309P01,01/12/2015,55
PT5C309P02,01/12/2015,0
PT5C309W01a,01/13/2015,144
PT5C310W02a,11/21/2014,0
PT5C310W02b,11/28/2014,0
PT5C310P03,12/19/2014,0
PT5C310P04,12/19/2014,0
PT5C310W01b,01/05/2015,0
PT5C310P01,01/12/2015,0
PT5C310P02,01/12/2015,0
PT5C310W01a,01/13/2015,0
PT5C310R03b,02/23/2015,0
PT5C310R03c,02/23/2015,0
PT5C309R03,02/23/2015,0
PT5C310R05,02/23/2015,152
PT5C309R01,03/02/2015,260
PT5C309R02,03/02/2015,0
PT5C310R03a,03/13/2015,275
PT5C310R04,03/13/2015,0
PT5C310R01,03/19/2015,296
PT5C310R02,03/19/2015,0
PT5C311F01a,01/07/2015,184
PT5C311F01b,01/14/2015,184
PT5C311W05b,01/19/2015,59
PT5C311W05a,01/23/2015,88
PT5C311W04a,02/02/2015,92
PT5C311W04b,02/02/2015,104
PT5C311W03a,02/13/2015,122
PT5C311W03b,02/14/2015,119
PT5C311W02a,02/23/2015,16
PT5C311W02b,02/23/2015,14
PT5C311P05,02/23/2015,64
PT5C311P04,02/24/2015,0
PT5C311P06,02/23/2015,0
PT5C311P07,01/09/2015,0
PT5C311P08,01/08/2015,0
PT5C311P02,03/02/2015,54
PT5C311P03,03/02/2015,0
PT5C311P01,03/04/2015,15
PT5C311W01b,03/04/2015,81
PT5C311W01a,03/09/2015,60
PT5C312W04a,02/02/2015,0
PT5C312W04b,02/02/2015,0
PT5C312W03a,02/13/2015,0
PT5C312W03b,02/14/2015,0
PT5C312W02a,02/23/2015,0
PT5C312W02b,02/23/2015,0
PT5C312P05,02/23/2015,0
PT5C312P06,02/23/2015,0
PT5C312P02,03/02/2015,0
PT5C312P03,03/02/2015,0
PT5C312P04,02/24/2015,0
PT5C312P01,03/04/2015,0
PT5C312W01a,03/04/2015,0
PT5C312W01b,03/04/2015,0
PT5C312F01b,01/26/2015,364
PT5C312F01a,01/25/2015,0
PT5C312W02c,02/26/2015,16
PT5C312W02d,02/26/2015,0
PT5C312W02e,02/26/2015,0
PT5C312W01c,03/11/2015,76
PT5C312W01d,03/11/2015,0
PT5C312W01e,03/11/2015,0
PT5C201W02,09/12/2014,189
PT5C202W02,09/12/2014,0
PT5C201W01,09/26/2014,179
PT5C202W01,09/26/2014,0
PT5C203W02,11/06/2014,241
PT5C203W01,11/15/2014,160
PT5C204W02,11/11/2014,120
PT5C204W01,11/21/2014,120
PT5C205F01,10/09/2014,294
PT5C205P03,11/14/2014,85
PT5C205P04,11/14/2014,0
PT5C205W02,11/19/2014,50
PT5C205P01,11/27/2014,29
PT5C205P02,11/27/2014,0
PT5C205W01,12/16/2014,69
PT5C205R06,02/04/2015,104
PT5C205R05a,02/20/2015,219
PT5C205R05b,02/20/2015,0
PT5C205R04a,03/23/2015,356
PT5C205R04b,03/23/2015,0
PT5C205R03a,03/31/2015,379
PT5C205R03b,03/31/2015,0
PT5C205R03c,03/31/2015,0
PT5C205R01,04/10/2015,312
PT5C205R02,04/10/2015,0
PT5C206F01,10/27/2014,160
PT5C206W03,12/06/2014,48
PT5C206W02,01/14/2015,38
PT5C206P03,01/15/2015,35
PT5C206P04,01/15/2015,0
PT5C206P01,01/24/2015,24
PT5C206P02,01/24/2015,0
PT5C206W01,02/05/2015,7
PT5C207F01a,10/31/2014,206
PT5C207F01b,11/18/2014,162
PT5C207P07,02/05/2015,31
PT5C207P08,02/05/2015,0
PT5C207W05,02/24/2015,96
PT5C207P05,02/26/2015,45
PT5C207P06,02/26/2015,0
PT5C207W04,03/04/2015,55
PT5C207P01,03/10/2015,23
PT5C207P02,03/01/2015,0
PT5C207P03,02/28/2015,0
PT5C207P04,02/27/2015,0
PT5C207W03b,03/12/2015,65
PT5C207W03a,03/13/2015,113
PT5C208W03a,03/13/2015,0
PT5C207W01a,03/24/2015,77
PT5C207W02a,03/24/2015,0
PT5C208W01a,03/24/2015,0
PT5C208W02a,03/24/2015,0
PT5C208W02b,03/24/2015,0
PT5C207W02b,03/13/2015,0
PT5C207W01b,04/21/2015,46
PT5C208W01b,04/21/2015,0
PT5C208W01c,04/21/2015,108
PT5C208W01d,04/21/2015,0
PT5C208W01e,04/21/2015,0
PT5C208F01a,03/14/2015,178
PT5C208W04,03/19/2015,35
PT5C208P04,03/22/2015,0
PT5C208P05,03/21/2015,25
PT5C208P06,03/21/2015,0
PT5C208F01b,04/06/2015,176
PT5C208W03b,04/10/2015,65
PT5C208W02c,04/13/2015,43
PT5C208W02d,04/13/2015,0
PT5C208W02e,04/13/2015,0
PT5C208P02,04/15/2015,42
PT5C208P03,04/15/2015,0
PT5C208P01,04/18/2015,8
PT5C101F01,09/05/2014,423
PT5C101W03,09/15/2014,89
PT5C101W02,09/24/2014,72
PT5C101W01,11/06/2014,22
PT5C101R07,01/22/2015,135
PT5C101R06,01/28/2015,112
PT5C101R05,02/04/2015,103
PT5C101R04a,03/17/2015,62
PT5C101R04b,03/19/2015,129
PT5C101R03a,03/27/2015,65
PT5C101R03b,03/27/2015,0
PT5C101R01,04/06/2015,61
PT5C101R02,04/06/2015,0
PT5C102F01a,10/27/2014,162
PT5C102F01b,11/27/2014,152
PT5C102W06,01/19/2015,48
PT5C102P09,01/24/2015,22
PT5C102P10,01/24/2015,0
PT5C102W05,02/02/2015,32
PT5C103W05,02/02/2015,0
PT5C102P07,02/04/2015,18
PT5C102P08,02/04/2015,0
PT5C102W04a,02/06/2015,50
PT5C103W04a,02/06/2015,0
PT5C102W04b,02/10/2015,88
PT5C103W04b,02/10/2015,0
PT5C102W03b,02/23/2015,126
PT5C103W03b,02/23/2015,0
PT5C102W03a,02/07/2015,0
PT5C103W03a,02/07/2015,0
PT5C102P05,02/23/2015,50
PT5C102P06,02/23/2015,0
PT5C102W02b,03/02/2015,21
PT5C103W02b,03/02/2015,0
PT5C102P03,03/02/2015,28
PT5C102P04,03/02/2015,0
PT5C102W02a,03/02/2015,43
PT5C103W02a,03/02/2015,0
PT5C102P02,03/09/2015,22
PT5C102W01a,03/12/2015,53
PT5C103W01a,03/12/2015,0
PT5C102W01b,03/12/2015,45
PT5C103W01b,03/12/2015,0
PT5C102P01,03/12/2015,8
PT5C103F01b,12/05/2014,80
PT5C103F01a,12/17/2014,168
PT5C102W07,01/05/2015,32
PT5C103P07,02/13/2015,0
PT5C103F01c,04/27/2015,263
PT5C103P05,05/02/2015,22
PT5C103P06,05/02/2015,0
PT5C103W02c,05/05/2015,44
PT5C103W02d,05/05/2015,0
PT5C103W02e,05/05/2015,0
PT5C103P03,05/07/2015,29
PT5C103P04,05/07/2015,0
PT5C103W01c,05/13/2015,85
PT5C103W01d,05/13/2015,0
PT5C103W01e,05/13/2015,0
PT5C103P02,05/14/2015,15
PT5C103P01,05/15/2015,7
PT6C101F01,07/30/2014,392
PT6C101W03,08/07/2014,88
PT6C101W02,08/14/2014,75
PT6C101W01,08/28/2014,21
PT6C101R07,11/11/2014,156
PT6C101R06,11/14/2014,137
PT6C101R05,11/18/2014,104
PT6C101R04a,02/25/2015,7
PT6C101R04b,02/27/2015,117
PT6C101R03a,03/11/2015,74
PT6C101R03b,03/11/2015,0
PT6C101R02,03/18/2015,64
PT6C101R01,03/18/2015,0
PT6C102F01a,08/25/2014,189
PT6C102W07,09/12/2014,19
PT6C102F01b,09/01/2014,277
PT6C103F01a,09/01/2014,0
PT6C102P09,09/15/2014,25
PT6C102P10,09/15/2014,0
PT6C102W06,09/19/2014,46
PT6C102P08,10/02/2014,17
PT6C102W05,10/17/2014,36
PT6C102P07,10/21/2014,29
PT6C102P06,12/26/2014,29
PT6C102P05,01/17/2015,54
PT6C102P04,01/24/2015,22
PT6C102W04a,01/26/2015,32
PT6C102W04b,01/28/2015,64
PT6C102P03,02/04/2015,29
PT6C102P02,02/04/2015,0
PT6C102W03a,02/09/2015,56
PT6C102W03b,02/10/2015,53
PT6C102P01,02/14/2015,9
PT6C102W02a,02/19/2015,24
PT6C102W01b,02/25/2015,73
PT6C102W01a,03/26/2015,52
PT6C103W01a,03/26/2015,0
PT6C103W01b,03/26/2015,0
PT6C102W02b,05/06/2015,60
PT6C103W04a,03/02/2015,29
PT6C103W03a,03/10/2015,43
PT6C103W02a,03/16/2015,29
PT6C103F01b,04/13/2015,288
PT6C103F01c,04/13/2015,0
PT6C103W04b,04/17/2015,51
PT6C103P05,04/20/2015,22
PT6C103P06,04/20/2015,0
PT6C103P07,09/02/2014,0
PT6C103P04,04/24/2015,22
PT6C103W05,04/24/2015,0
PT6C103W03b,04/27/2015,65
PT6C103W02b,04/27/2015,0
PT6C103W02c,04/30/2015,36
PT6C103W02d,04/30/2015,0
PT6C103W02e,04/30/2015,0
PT6C103W01c,05/06/2015,70
PT6C103W01d,05/06/2015,0
PT6C103W01e,05/06/2015,0
PT6C103P03,05/09/2015,0
PT6C103P02,05/09/2015,40
PT6C103P01,05/11/2015,8
PT6C201F01,08/11/2014,0
PT6C201W02,08/12/2014,186
PT6C202F01,08/12/2014,0
PT6C202W02,08/13/2014,0
PT6C201W01,08/22/2014,152
PT6C201R02,10/23/2014,0
PT6C201R01,10/30/2014,0
PT6C202W01,08/22/2014,0
PT6C202R02,10/23/2014,0
PT6C202R01,10/30/2014,0
PT6C203F01,09/04/2014,0
PT6C203W02,09/05/2014,208
PT6C203W01,09/12/2014,192
PT6C203R02,09/13/2014,0
PT6C203R01,09/14/2014,0
PT6C204F01,10/02/2014,0
PT6C204W02,10/03/2014,131
PT6C204W01,10/22/2014,132
PT6C204R02,10/24/2014,0
PT6C204R01,10/25/2014,0
PT6C205F01,10/14/2014,455
PT6C206F01,10/14/2014,0
PT6C205P04,10/29/2014,33
PT6C206P04,10/29/2014,0
PT6C206W03,12/05/2014,96
PT6C206W02,12/05/2014,0
PT6C205P03,11/08/2014,33
PT6C206P03,11/08/2014,0
PT6C205W02,11/19/2014,80
PT6C205W01,11/19/2014,0
PT6C205P01,11/20/2014,24
PT6C205P02,11/20/2014,0
PT6C205R06,02/07/2015,84
PT6C205R05,02/25/2015,160
PT6C205R04a,03/30/2015,364
PT6C205R04b,03/30/2015,0
PT6C205R03a,04/09/2015,399
PT6C205R03b,04/09/2015,0
PT6C205R03c,04/10/2015,10
PT6C205R02,04/16/2015,285
PT6C205R01,04/16/2015,0
PT6C206P02,12/04/2014,32
PT6C206P01,12/04/2014,0
PT6C206W01,12/06/2014,30
PT6C207F01a,11/08/2014,344
PT6C207F01b,05/04/2015,0
PT6C207W06,02/05/2015,25
PT6C207W05,02/23/2015,8
PT6C207W04b,02/24/2015,0
PT6C208W04b,02/25/2015,0
PT6C207P08,02/27/2015,22
PT6C207W04,03/04/2015,60
PT6C207W03a,03/10/2015,80
PT6C208W03a,03/10/2015,0
PT6C207P07,03/10/2015,39
PT6C207P06,03/10/2015,0
PT6C208P06,03/10/2015,0
PT6C207W02a,03/17/2015,31
PT6C208W02a,03/17/2015,0
PT6C207P05,03/17/2015,23
PT6C207P04,03/17/2015,0
PT6C207W03b,03/17/2015,44
PT6C207P03,03/23/2015,30
PT6C207P02,03/23/2015,0
PT6C207P01,03/24/2015,9
PT6C207W01a,04/01/2015,61
PT6C208W01a,04/01/2015,0
PT6C207W02b,05/04/2015,120
PT6C207W01b,05/04/2015,0
PT6C208W02b,05/04/2015,0
PT6C208W01b,05/04/2015,0
PT6C208F01a,03/02/2015,169
PT6C208W04,03/23/2015,48
PT6C208P05,04/02/2015,35
PT6C208F01b,04/16/2015,170
PT6C208W03b,04/22/2015,64
PT6C208W02c,04/24/2015,29
PT6C208W02d,04/24/2015,0
PT6C208W02e,04/24/2015,0
PT6C208P04,04/27/2015,53
PT6C208P03,04/27/2015,0
PT6C208P02,04/27/2015,0
PT6C208P01,04/28/2015,15
PT6C208W01c,05/04/2015,56
PT6C208W01d,05/04/2015,0
PT6C208W01e,05/04/2015,0
PT6C301F01,08/05/2014,725
PT6C301W02b,08/09/2014,124
PT6C301W02a,08/16/2014,93
PT6C301W01b,08/28/2014,99.62
PT6C301W01a,09/01/2014,76
PT6C301R02,10/23/2014,255
PT6C301R01,10/30/2014,489
PT6C302F01,08/21/2014,735
PT6C302W02a,08/28/2014,90
PT6C302W02b,08/30/2014,95
PT6C302W01a,09/06/2014,80
PT6C302W01b,09/11/2014,78
PT6C302R02,11/17/2014,326
PT6C302R01,11/22/2014,423
PT6C303F01,09/26/2014,863
PT6C303W02a,10/02/2014,120
PT6C303W02b,10/07/2014,98
PT6C303W01a,10/14/2014,104
PT6C303W01b,10/31/2014,88
PT6C303R02,12/09/2014,352
PT6C303R01,12/15/2014,560
PT6C304F01,10/07/2014,272
PT6C304W02b,10/20/2014,68
PT6C304W02a,10/27/2014,88
PT6C304W01a,11/17/2014,64
PT6C304W01b,11/27/2014,64
PT6C304R02,01/14/2015,112
PT6C304R01,01/21/2015,147
PT6C305F01,10/23/2014,624
PT6C305W02a,10/31/2014,88
PT6C305W01a,11/24/2014,80
PT6C305W02b,11/24/2014,79
PT6C305W01b,12/10/2014,60
PT6C305R02,02/02/2015,120
PT6C305R01,02/06/2015,192
PT6C306F01,11/13/2014,0
PT6C306W02a,11/14/2014,70
PT6C306W01a,11/27/2014,80
PT6C306W02b,12/03/2014,72
PT6C306W01b,01/16/2015,71
PT6C306R02,02/19/2015,112
PT6C306R01,02/24/2015,180
PT6C307F01,11/21/2014,432
PT6C307W02a,12/04/2014,88
PT6C307W02b,12/09/2014,109
PT6C307W01a,12/15/2014,72
PT6C307W01b,01/19/2015,88
PT6C307R02,03/03/2015,170
PT6C307R01,03/10/2015,230
PT6C308F01,12/18/2014,340
PT6C308W02a,02/03/2015,98
PT6C308W02b,02/04/2015,83
PT6C308W01a,02/09/2015,88
PT6C308W01b,02/23/2015,88
PT6C308R02,03/19/2015,140
PT6C308R01,03/26/2015,231
PT6C309F01,12/26/2014,470
PT6C310F01,12/26/2014,0
PT6C309P04,02/05/2015,58
PT6C310P04,02/05/2015,0
PT6C309P03,02/05/2015,0
PT6C310P03,02/05/2015,0
PT6C309P02,02/19/2015,55
PT6C310P02,02/19/2015,0
PT6C310P01,02/19/2015,0
PT6C309P01,02/19/2015,0
PT6C309W02b,02/19/2015,95
PT6C310W02b,02/19/2015,0
PT6C309W02a,02/20/2015,110
PT6C310W02a,02/20/2015,0
PT6C309W01b,02/26/2015,104
PT6C310W01b,02/26/2015,0
PT6C309W01a,03/10/2015,91
PT6C310W01a,03/10/2015,0
PT6C309R03,04/07/2015,128
PT6C310R05,04/07/2015,0
PT6C309R02,04/11/2015,236
PT6C309R01,04/11/2015,0
PT6C310R03a,05/07/2015,280
PT6C310R03b,05/07/2015,0
PT6C310R03c,05/07/2015,0
PT6C310R04,05/07/2015,0
PT6C310R02,05/13/2015,248
PT6C310R01,05/13/2015,0
PT6C311F01a,03/25/2015,354
PT6C311F01b,03/25/2015,0
PT6C311W05a,04/01/2015,46
PT6C311W05b,04/01/2015,49
PT6C311P08,04/06/2015,43
PT6C311P07,04/06/2015,0
PT6C311W04b,04/09/2015,64
PT6C312W04b,04/09/2015,0
PT6C311W04a,04/10/2015,116
PT6C312W04a,04/10/2015,0
PT6C311P06,04/14/2015,53
PT6C311P05,04/14/2015,0
PT6C312P06,04/14/2015,0
PT6C312P05,04/14/2015,0
PT6C311W03a,04/18/2015,120
PT6C312W03a,04/18/2015,0
PT6C311W03b,04/21/2015,112
PT6C312W03b,04/21/2015,0
PT6C311P03,04/23/2015,75
PT6C311P04,04/23/2015,0
PT6C312P03,04/23/2015,0
PT6C312P04,04/23/2015,0
PT6C311W01a,04/24/2015,50
PT6C312W01a,04/24/2015,0
PT6C311P01,04/25/2015,9
PT6C311P02,04/26/2015,0
PT6C311W02a,04/29/2015,70
PT6C311W02b,04/29/2015,0
PT6C311W01b,04/29/2015,0
PT6C312W02a,04/29/2015,0
PT6C312W02b,04/29/2015,0
PT6C312W01b,04/29/2015,0
PT6C312F01a,03/30/2015,164
PT6C312F01b,04/07/2015,202
PT6C312P01,04/27/2015,9
PT6C312P02,04/24/2015,0
PT6C312W02c,04/29/2015,13
PT6C312W02d,04/29/2015,0
PT6C312W02e,04/29/2015,0
PT6C312W01c,05/05/2015,64
PT6C312W01d,05/05/2015,0
PT6C312W01e,05/05/2015,0
PTRF1NW01,11/25/2013,24
PTRF1NW02,11/21/2013,48
PTRF1NW03,11/07/2013,137
PTRF1NW04,10/19/2013,81
PTRF1NW05,09/28/2013,75
PTRF1NW06,09/10/2013,41
PTRF1NW07,08/14/2013,81
PTRF1NW08,07/19/2013,64
PTRF1NW09,07/11/2013,73
PTRF1NW10,07/02/2013,81
PTRF1NW11,06/11/2013,81
PTRF1P101,01/21/2014,73
PTRF1P102,01/21/2014,0
PTRF1P103,12/06/2013,35
PTRF1P104,11/29/2013,11
PTRF1P201,12/30/2013,57
PTRF1P202,12/30/2013,0
PTRF1P203,12/04/2013,25
PTRF1P301,11/16/2013,77
PTRF1P302,11/16/2013,0
PTRF1P303,11/08/2013,56
PTRF1P304,10/19/2013,25
PTRF1P305,09/23/2013,33
PTRF1P306,08/27/2013,29
PTRF1P307,08/17/2013,17
PTRF1P308,08/06/2013,11
PTRF1P309,07/20/2013,9
PTRF1P401,12/23/2013,37
PTRF1P402,12/23/2013,0
PTRF1P403,12/03/2013,25
PTRF1P501,12/13/2013,65
PTRF1P502,12/13/2013,0
PTRF1P503,11/26/2013,41
PTRF1P504,11/14/2013,8
PTRF1R01,05/29/2014,548
PTRF1R02,05/16/2014,857
PTRF1R03,04/05/2014,342
PTRF1R04,01/23/2014,261
PTRF1R05,12/17/2013,249
PTRF1R06,11/29/2013,224
PTRF1R07,11/18/2013,217
PTRF1R08,10/31/2013,205
PTRF1R09,10/09/2013,177
PTRF1R10,09/27/2013,169
PTRF1R11,09/14/2013,175
PTRF1R12,08/29/2013,145
PTRF1R13,08/09/2013,161
PTRF1R14,08/02/2013,108
PTRF1SL11,03/21/2013,549
PTRF1SL12,03/21/2013,0
PTRF1SL01a,10/14/2013,673
PTRF1SL01b,10/14/2013,0
PTRF1SL01c,10/14/2013,0
PTRF1SL02a,10/14/2013,0
PTRF1SL02b,10/14/2013,0
PTRF1SL02c,10/14/2013,0
PTRF1SL03a,09/13/2013,286
PTRF1SL03b,09/13/2013,0
PTRF1SL03c,09/13/2013,0
PTRF1SL04a,08/02/2013,333
PTRF1SL04b,08/02/2013,0
PTRF1SL04c,08/02/2013,0
PTRF1SL05a,07/08/2013,397
PTRF1SL05b,07/08/2013,0
PTRF1SL05c,07/08/2013,0
PTRF1SL06a,06/21/2013,321
PTRF1SL06b,06/21/2013,0
PTRF1SL06c,06/21/2013,0
PTRF1SL07a,06/07/2013,281
PTRF1SL07b,06/07/2013,0
PTRF1SL07c,06/07/2013,0
PTRF1SL08a,05/13/2013,257
PTRF1SL08b,05/13/2013,0
PTRF1SL08c,05/13/2013,0
PTRF1SL09,04/26/2013,232
PTRF1SL10,04/09/2013,241
PTRF1SW01,11/22/2013,24
PTRF1SW02,11/19/2013,40
PTRF1SW03,11/06/2013,112
PTRF1SW04,10/18/2013,101
PTRF1SW05,09/27/2013,80
PTRF1SW06,09/10/2013,69
PTRF1SW07,08/14/2013,64
PTRF1SW08,07/19/2013,64
PTRF1SW09,07/12/2013,64
PTRF1SW10,07/01/2013,89
PTRF1SW11,06/12/2013,60
PTRF2NW10,02/22/2013,122
PTRF2NW09,03/26/2013,73
PTRF2NW08,04/10/2013,89
PTRF2NW07,04/26/2013,49
PTRF2NW06,05/22/2013,52
PTRF2NW05,06/03/2013,48
PTRF2NW04,06/12/2013,56
PTRF2NW03,07/15/2013,75
PTRF2NW02,08/14/2013,28
PTRF2NW01,08/23/2013,24
PTRF2P104,08/23/2013,12
PTRF2P103,09/24/2013,41
PTRF2P102,10/21/2013,73
PTRF2P101,10/21/2013,0
PTRF2P203,07/24/2013,20
PTRF2P202,10/03/2013,49
